Year,Âge au décès,Sexe,Principales causes de décès,Value
2023,75 à 84 ans,Hommes,Diabète sucré,113.2
2023,75 à 84 ans,Hommes,Maladie d'Alzheimer,52.1
2023,75 à 84 ans,Hommes,Maladies du coeur,796.0
2023,75 à 84 ans,Hommes,Maladies cérébrovasculaires,192.4
2023,75 à 84 ans,Hommes,Grippe et pneumopathie,77.5
2023,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,208.3
2023,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,45.0
2023,75 à 84 ans,Hommes,Accidents (blessures involontaires),143.1
2023,75 à 84 ans,Hommes,Lésions auto-infligées,11.7
2023,75 à 84 ans,Femmes,Tumeurs malignes,938.6
2023,75 à 84 ans,Femmes,Diabète sucré,68.4
2023,75 à 84 ans,Femmes,Maladie d'Alzheimer,62.5
2023,75 à 84 ans,Femmes,Maladies du coeur,484.6
2023,75 à 84 ans,Femmes,Maladies cérébrovasculaires,155.7
2023,75 à 84 ans,Femmes,Grippe et pneumopathie,55.1
2023,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,174.4
2023,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,23.5
2023,75 à 84 ans,Femmes,Accidents (blessures involontaires),112.0
2023,75 à 84 ans,Femmes,Lésions auto-infligées,3.7
2023,85 ans et plus,Les deux sexes,Tumeurs malignes,2031.4
2023,85 ans et plus,Les deux sexes,Diabète sucré,242.2
2023,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,382.6
2023,85 ans et plus,Les deux sexes,Maladies du coeur,2831.0
2023,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,704.1
2023,85 ans et plus,Les deux sexes,Grippe et pneumopathie,369.7
2023,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,449.3
2023,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,35.6
2023,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),676.4
2023,85 ans et plus,Les deux sexes,Lésions auto-infligées,8.4
2023,85 ans et plus,Hommes,Tumeurs malignes,2651.7
2023,85 ans et plus,Hommes,Diabète sucré,278.3
2023,85 ans et plus,Hommes,Maladie d'Alzheimer,306.8
2023,85 ans et plus,Hommes,Maladies du coeur,3193.2
2023,85 ans et plus,Hommes,Maladies cérébrovasculaires,686.2
2023,85 ans et plus,Hommes,Grippe et pneumopathie,430.1
2023,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,526.5
2023,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,54.3
2023,85 ans et plus,Hommes,Accidents (blessures involontaires),698.8
2023,85 ans et plus,Hommes,Lésions auto-infligées,18.0
2023,85 ans et plus,Femmes,Tumeurs malignes,1664.0
2023,85 ans et plus,Femmes,Diabète sucré,220.8
2023,85 ans et plus,Femmes,Maladie d'Alzheimer,427.6
2023,85 ans et plus,Femmes,Maladies du coeur,2616.4
2023,85 ans et plus,Femmes,Maladies cérébrovasculaires,714.7
2023,85 ans et plus,Femmes,Grippe et pneumopathie,333.9
2023,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,403.6
2023,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,24.5
2023,85 ans et plus,Femmes,Accidents (blessures involontaires),663.2
2023,85 ans et plus,Femmes,Lésions auto-infligées,2.7
2024,Tous les âges,Les deux sexes,Tumeurs malignes,207.4
2024,Tous les âges,Les deux sexes,Diabète sucré,16.7
2024,Tous les âges,Les deux sexes,Maladie d'Alzheimer,12.8
2024,Tous les âges,Les deux sexes,Maladies du coeur,140.5
2024,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,33.2
2024,Tous les âges,Les deux sexes,Grippe et pneumopathie,18.6
2024,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,32.0
2024,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,11.2
2024,Tous les âges,Les deux sexes,Accidents (blessures involontaires),49.5
2024,Tous les âges,Les deux sexes,Lésions auto-infligées,9.3
2024,Tous les âges,Hommes,Tumeurs malignes,219.8
2024,Tous les âges,Hommes,Diabète sucré,19.1
2024,Tous les âges,Hommes,Maladie d'Alzheimer,8.4
2024,Tous les âges,Hommes,Maladies du coeur,156.3
2024,Tous les âges,Hommes,Maladies cérébrovasculaires,30.6
2024,Tous les âges,Hommes,Grippe et pneumopathie,18.0
2024,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,31.0
2024,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,13.6
2024,Tous les âges,Hommes,Accidents (blessures involontaires),58.9
2024,Tous les âges,Hommes,Lésions auto-infligées,14.0
2024,Tous les âges,Femmes,Tumeurs malignes,195.1
2024,Tous les âges,Femmes,Diabète sucré,14.2
2024,Tous les âges,Femmes,Maladie d'Alzheimer,17.3
2024,Tous les âges,Femmes,Maladies du coeur,124.8
2024,Tous les âges,Femmes,Maladies cérébrovasculaires,35.7
2024,Tous les âges,Femmes,Grippe et pneumopathie,19.2
2024,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,33.0
2024,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,8.8
2024,Tous les âges,Femmes,Accidents (blessures involontaires),40.0
2024,Tous les âges,Femmes,Lésions auto-infligées,4.7
2024,1 à 14 ans,Les deux sexes,Tumeurs malignes,2.1
2024,1 à 14 ans,Les deux sexes,Diabète sucré,0.1
2024,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2024,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2024,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2024,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.2
2024,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2024,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2024,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),1.8
2024,1 à 14 ans,Les deux sexes,Lésions auto-infligées,1.7
2024,1 à 14 ans,Hommes,Tumeurs malignes,2.2
2024,1 à 14 ans,Hommes,Diabète sucré,0.1
2024,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2024,1 à 14 ans,Hommes,Maladies du coeur,0.4
2024,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.2
2024,1 à 14 ans,Hommes,Grippe et pneumopathie,0.3
2024,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2024,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2024,1 à 14 ans,Hommes,Accidents (blessures involontaires),2.2
2024,1 à 14 ans,Hommes,Lésions auto-infligées,1.2
2024,1 à 14 ans,Femmes,Tumeurs malignes,1.9
2024,1 à 14 ans,Femmes,Diabète sucré,0.1
2024,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2024,1 à 14 ans,Femmes,Maladies du coeur,0.5
2024,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.1
2024,1 à 14 ans,Femmes,Grippe et pneumopathie,0.1
2024,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2024,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2024,1 à 14 ans,Femmes,Accidents (blessures involontaires),1.3
2024,1 à 14 ans,Femmes,Lésions auto-infligées,2.2
2024,15 à 24 ans,Les deux sexes,Tumeurs malignes,2.6
2024,15 à 24 ans,Les deux sexes,Diabète sucré,0.3
2024,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2024,15 à 24 ans,Les deux sexes,Maladies du coeur,0.9
2024,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2024,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.4
2024,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2024,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.1
2024,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),15.8
2024,15 à 24 ans,Les deux sexes,Lésions auto-infligées,7.8
2024,15 à 24 ans,Hommes,Tumeurs malignes,2.4
2024,15 à 24 ans,Hommes,Diabète sucré,0.4
2024,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2024,15 à 24 ans,Hommes,Maladies du coeur,1.1
2024,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.3
2024,15 à 24 ans,Hommes,Grippe et pneumopathie,0.4
2024,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2024,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.2
2024,15 à 24 ans,Hommes,Accidents (blessures involontaires),20.5
2024,15 à 24 ans,Hommes,Lésions auto-infligées,9.7
2024,15 à 24 ans,Femmes,Tumeurs malignes,2.7
2024,15 à 24 ans,Femmes,Diabète sucré,0.1
2024,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2024,15 à 24 ans,Femmes,Maladies du coeur,0.6
2024,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.2
2024,15 à 24 ans,Femmes,Grippe et pneumopathie,0.4
2024,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2024,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.2
2024,15 à 24 ans,Femmes,Accidents (blessures involontaires),10.7
2024,15 à 24 ans,Femmes,Lésions auto-infligées,5.7
2024,25 à 34 ans,Les deux sexes,Tumeurs malignes,5.7
2024,25 à 34 ans,Les deux sexes,Diabète sucré,0.9
2024,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2024,25 à 34 ans,Les deux sexes,Maladies du coeur,2.5
2024,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.8
2024,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.9
2024,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2024,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,1.7
2024,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),30.5
2024,25 à 34 ans,Les deux sexes,Lésions auto-infligées,10.3
2024,25 à 34 ans,Hommes,Tumeurs malignes,5.8
2024,25 à 34 ans,Hommes,Diabète sucré,1.3
2024,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2024,25 à 34 ans,Hommes,Maladies du coeur,2.9
2024,25 à 34 ans,Hommes,Maladies cérébrovasculaires,1.1
2024,25 à 34 ans,Hommes,Grippe et pneumopathie,0.9
2024,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2024,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,1.6
2024,25 à 34 ans,Hommes,Accidents (blessures involontaires),42.2
2024,25 à 34 ans,Hommes,Lésions auto-infligées,14.4
2024,25 à 34 ans,Femmes,Tumeurs malignes,5.6
2024,25 à 34 ans,Femmes,Diabète sucré,0.4
2024,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2024,25 à 34 ans,Femmes,Maladies du coeur,1.9
2024,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.6
2024,25 à 34 ans,Femmes,Grippe et pneumopathie,0.8
2024,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2024,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.8
2024,25 à 34 ans,Femmes,Accidents (blessures involontaires),18.1
2024,25 à 34 ans,Femmes,Lésions auto-infligées,5.9
2024,35 à 44 ans,Les deux sexes,Tumeurs malignes,21.4
2024,35 à 44 ans,Les deux sexes,Diabète sucré,2.3
2024,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2024,35 à 44 ans,Les deux sexes,Maladies du coeur,7.6
2024,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.1
2024,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.6
2024,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.5
2024,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,4.8
2024,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),38.9
2024,35 à 44 ans,Les deux sexes,Lésions auto-infligées,11.6
2024,35 à 44 ans,Hommes,Tumeurs malignes,18.6
2024,35 à 44 ans,Hommes,Diabète sucré,3.1
2024,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.0
2024,35 à 44 ans,Hommes,Maladies du coeur,10.7
2024,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.4
2024,35 à 44 ans,Hommes,Grippe et pneumopathie,1.8
2024,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.5
2024,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,5.8
2024,35 à 44 ans,Hommes,Accidents (blessures involontaires),57.0
2024,35 à 44 ans,Hommes,Lésions auto-infligées,17.5
2024,35 à 44 ans,Femmes,Tumeurs malignes,24.2
2024,35 à 44 ans,Femmes,Diabète sucré,1.5
2024,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.1
2024,35 à 44 ans,Femmes,Maladies du coeur,4.4
2024,35 à 44 ans,Femmes,Maladies cérébrovasculaires,1.8
2024,35 à 44 ans,Femmes,Grippe et pneumopathie,1.4
2024,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.4
2024,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,3.7
2024,35 à 44 ans,Femmes,Accidents (blessures involontaires),20.2
2024,35 à 44 ans,Femmes,Lésions auto-infligées,5.6
2024,45 à 54 ans,Les deux sexes,Tumeurs malignes,69.5
2024,45 à 54 ans,Les deux sexes,Diabète sucré,6.0
2024,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2024,45 à 54 ans,Les deux sexes,Maladies du coeur,29.5
2024,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,5.9
2024,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.7
2024,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.6
2024,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,9.8
2024,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),38.2
2024,45 à 54 ans,Les deux sexes,Lésions auto-infligées,13.3
2024,45 à 54 ans,Hommes,Tumeurs malignes,63.6
2024,45 à 54 ans,Hommes,Diabète sucré,7.5
2024,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2024,45 à 54 ans,Hommes,Maladies du coeur,45.0
2024,45 à 54 ans,Hommes,Maladies cérébrovasculaires,6.1
2024,45 à 54 ans,Hommes,Grippe et pneumopathie,4.0
2024,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,2.9
2024,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,11.7
2024,45 à 54 ans,Hommes,Accidents (blessures involontaires),58.5
2024,45 à 54 ans,Hommes,Lésions auto-infligées,20.1
2024,45 à 54 ans,Femmes,Tumeurs malignes,75.3
2024,45 à 54 ans,Femmes,Diabète sucré,4.4
2024,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.1
2024,45 à 54 ans,Femmes,Maladies du coeur,14.1
2024,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.8
2024,45 à 54 ans,Femmes,Grippe et pneumopathie,3.4
2024,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.4
2024,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,7.9
2024,45 à 54 ans,Femmes,Accidents (blessures involontaires),18.2
2024,45 à 54 ans,Femmes,Lésions auto-infligées,6.7
2024,55 à 64 ans,Les deux sexes,Tumeurs malignes,214.6
2024,55 à 64 ans,Les deux sexes,Diabète sucré,15.4
2024,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.2
2024,55 à 64 ans,Les deux sexes,Maladies du coeur,95.4
2024,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,16.9
2024,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,9.5
2024,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,21.0
2024,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,20.4
2024,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),39.6
2024,55 à 64 ans,Les deux sexes,Lésions auto-infligées,13.4
2024,55 à 64 ans,Hommes,Tumeurs malignes,226.8
2024,55 à 64 ans,Hommes,Diabète sucré,20.7
2024,55 à 64 ans,Hommes,Maladie d'Alzheimer,1.1
2024,55 à 64 ans,Hommes,Maladies du coeur,143.9
2024,55 à 64 ans,Hommes,Maladies cérébrovasculaires,21.0
2024,55 à 64 ans,Hommes,Grippe et pneumopathie,11.6
2024,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,23.2
2024,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,25.9
2024,55 à 64 ans,Hommes,Accidents (blessures involontaires),59.6
2024,55 à 64 ans,Hommes,Lésions auto-infligées,21.5
2024,55 à 64 ans,Femmes,Tumeurs malignes,202.8
2024,55 à 64 ans,Femmes,Diabète sucré,10.2
2024,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.3
2024,55 à 64 ans,Femmes,Maladies du coeur,48.2
2024,55 à 64 ans,Femmes,Maladies cérébrovasculaires,12.9
2024,55 à 64 ans,Femmes,Grippe et pneumopathie,7.4
2024,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,18.8
2024,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,15.1
2024,55 à 64 ans,Femmes,Accidents (blessures involontaires),20.1
2024,55 à 64 ans,Femmes,Lésions auto-infligées,5.6
2024,65 à 74 ans,Les deux sexes,Tumeurs malignes,529.1
2024,65 à 74 ans,Les deux sexes,Diabète sucré,33.2
2024,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,8.4
2024,65 à 74 ans,Les deux sexes,Maladies du coeur,233.9
2024,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,47.4
2024,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,21.7
2024,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,74.2
2024,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,31.7
2024,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),44.0
2024,65 à 74 ans,Les deux sexes,Lésions auto-infligées,9.9
2024,65 à 74 ans,Hommes,Tumeurs malignes,610.5
2024,65 à 74 ans,Hommes,Diabète sucré,45.4
2024,65 à 74 ans,Hommes,Maladie d'Alzheimer,7.6
2024,65 à 74 ans,Hommes,Maladies du coeur,329.3
2024,65 à 74 ans,Hommes,Maladies cérébrovasculaires,56.6
2024,65 à 74 ans,Hommes,Grippe et pneumopathie,26.4
2024,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,79.3
2024,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,43.1
2024,65 à 74 ans,Hommes,Accidents (blessures involontaires),61.2
2024,65 à 74 ans,Hommes,Lésions auto-infligées,16.2
2024,65 à 74 ans,Femmes,Tumeurs malignes,453.3
2024,65 à 74 ans,Femmes,Diabète sucré,21.9
2024,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.1
2024,65 à 74 ans,Femmes,Maladies du coeur,145.0
2024,65 à 74 ans,Femmes,Maladies cérébrovasculaires,38.8
2024,65 à 74 ans,Femmes,Grippe et pneumopathie,17.3
2024,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,69.4
2024,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,21.0
2024,65 à 74 ans,Femmes,Accidents (blessures involontaires),28.1
2024,65 à 74 ans,Femmes,Lésions auto-infligées,3.9
2024,75 à 84 ans,Les deux sexes,Tumeurs malignes,1084.0
2024,75 à 84 ans,Les deux sexes,Diabète sucré,79.9
2024,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,57.9
2024,75 à 84 ans,Les deux sexes,Maladies du coeur,616.6
2024,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,163.5
2024,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,72.5
2024,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,187.0
2024,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,36.5
2024,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),127.4
2024,75 à 84 ans,Les deux sexes,Lésions auto-infligées,9.2
2024,75 à 84 ans,Hommes,Tumeurs malignes,1278.9
2024,75 à 84 ans,Hommes,Diabète sucré,99.4
2024,75 à 84 ans,Hommes,Maladie d'Alzheimer,52.3
2024,75 à 84 ans,Hommes,Maladies du coeur,798.2
2024,75 à 84 ans,Hommes,Maladies cérébrovasculaires,174.1
2024,75 à 84 ans,Hommes,Grippe et pneumopathie,82.4
2024,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,198.6
2024,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,44.5
2024,75 à 84 ans,Hommes,Accidents (blessures involontaires),150.9
2024,75 à 84 ans,Hommes,Lésions auto-infligées,15.9
2024,75 à 84 ans,Femmes,Tumeurs malignes,916.4
2024,75 à 84 ans,Femmes,Diabète sucré,63.2
2024,75 à 84 ans,Femmes,Maladie d'Alzheimer,62.7
2024,75 à 84 ans,Femmes,Maladies du coeur,460.4
2024,75 à 84 ans,Femmes,Maladies cérébrovasculaires,154.3
2024,75 à 84 ans,Femmes,Grippe et pneumopathie,63.9
2024,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,177.1
2024,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,29.7
2024,75 à 84 ans,Femmes,Accidents (blessures involontaires),107.2
2024,75 à 84 ans,Femmes,Lésions auto-infligées,3.5
2024,85 ans et plus,Les deux sexes,Tumeurs malignes,2025.5
2024,85 ans et plus,Les deux sexes,Diabète sucré,228.8
2024,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,370.0
2024,85 ans et plus,Les deux sexes,Maladies du coeur,2729.6
2024,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,665.7
2024,85 ans et plus,Les deux sexes,Grippe et pneumopathie,436.8
2024,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,432.6
2024,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,38.7
2024,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),681.0
2024,85 ans et plus,Les deux sexes,Lésions auto-infligées,9.4
2024,85 ans et plus,Hommes,Tumeurs malignes,2682.0
2024,85 ans et plus,Hommes,Diabète sucré,278.2
2024,85 ans et plus,Hommes,Maladie d'Alzheimer,270.9
2024,85 ans et plus,Hommes,Maladies du coeur,3103.6
2024,85 ans et plus,Hommes,Maladies cérébrovasculaires,660.5
2024,85 ans et plus,Hommes,Grippe et pneumopathie,487.0
2024,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,493.0
2024,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,54.7
