Year,Geography,Economic family type,Value
2017,"Edmonton, Alberta",Non-elderly families,113700.0
2018,"Edmonton, Alberta",Non-elderly families,114100.0
2019,"Edmonton, Alberta",Non-elderly families,111700.0
2010,"Edmonton, Alberta",Couples,100100.0
2011,"Edmonton, Alberta",Couples,96600.0
2012,"Edmonton, Alberta",Couples,109200.0
2013,"Edmonton, Alberta",Couples,96800.0
2014,"Edmonton, Alberta",Couples,91700.0
2015,"Edmonton, Alberta",Couples,106200.0
2016,"Edmonton, Alberta",Couples,95700.0
2017,"Edmonton, Alberta",Couples,92900.0
2018,"Edmonton, Alberta",Couples,105400.0
2019,"Edmonton, Alberta",Couples,95200.0
2010,"Edmonton, Alberta",Couples with children,108300.0
2011,"Edmonton, Alberta",Couples with children,114700.0
2012,"Edmonton, Alberta",Couples with children,115500.0
2013,"Edmonton, Alberta",Couples with children,120900.0
2014,"Edmonton, Alberta",Couples with children,109900.0
2015,"Edmonton, Alberta",Couples with children,109200.0
2016,"Edmonton, Alberta",Couples with children,123900.0
2017,"Edmonton, Alberta",Couples with children,119800.0
2018,"Edmonton, Alberta",Couples with children,123300.0
2019,"Edmonton, Alberta",Couples with children,121200.0
2010,"Edmonton, Alberta",Couples with other relatives,159600.0
2011,"Edmonton, Alberta",Couples with other relatives,143500.0
2012,"Edmonton, Alberta",Couples with other relatives,157400.0
2013,"Edmonton, Alberta",Couples with other relatives,157900.0
2014,"Edmonton, Alberta",Couples with other relatives,133800.0
2015,"Edmonton, Alberta",Couples with other relatives,169200.0
2016,"Edmonton, Alberta",Couples with other relatives,150500.0
2017,"Edmonton, Alberta",Couples with other relatives,148700.0
2018,"Edmonton, Alberta",Couples with other relatives,144500.0
2019,"Edmonton, Alberta",Couples with other relatives,147100.0
2010,"Edmonton, Alberta",Lone-parent families,67000.0
2011,"Edmonton, Alberta",Lone-parent families,59900.0
2012,"Edmonton, Alberta",Lone-parent families,59800.0
2013,"Edmonton, Alberta",Lone-parent families,52800.0
2014,"Edmonton, Alberta",Lone-parent families,
2015,"Edmonton, Alberta",Lone-parent families,58600.0
2016,"Edmonton, Alberta",Lone-parent families,76700.0
2017,"Edmonton, Alberta",Lone-parent families,59700.0
2018,"Edmonton, Alberta",Lone-parent families,64100.0
2019,"Edmonton, Alberta",Lone-parent families,78000.0
2010,"Edmonton, Alberta",Male lone-parent families,
2011,"Edmonton, Alberta",Male lone-parent families,
2012,"Edmonton, Alberta",Male lone-parent families,
2013,"Edmonton, Alberta",Male lone-parent families,
2014,"Edmonton, Alberta",Male lone-parent families,
2015,"Edmonton, Alberta",Male lone-parent families,
2016,"Edmonton, Alberta",Male lone-parent families,
2017,"Edmonton, Alberta",Male lone-parent families,
2018,"Edmonton, Alberta",Male lone-parent families,
2019,"Edmonton, Alberta",Male lone-parent families,
2010,"Edmonton, Alberta",Female lone-parent families,52700.0
2011,"Edmonton, Alberta",Female lone-parent families,59900.0
2012,"Edmonton, Alberta",Female lone-parent families,58400.0
2013,"Edmonton, Alberta",Female lone-parent families,64400.0
2014,"Edmonton, Alberta",Female lone-parent families,
2015,"Edmonton, Alberta",Female lone-parent families,49200.0
2016,"Edmonton, Alberta",Female lone-parent families,77300.0
2017,"Edmonton, Alberta",Female lone-parent families,52800.0
2018,"Edmonton, Alberta",Female lone-parent families,62900.0
2019,"Edmonton, Alberta",Female lone-parent families,74900.0
2010,"Edmonton, Alberta",Other non-elderly families,85200.0
2011,"Edmonton, Alberta",Other non-elderly families,73300.0
2012,"Edmonton, Alberta",Other non-elderly families,96900.0
2013,"Edmonton, Alberta",Other non-elderly families,93500.0
2014,"Edmonton, Alberta",Other non-elderly families,101700.0
2015,"Edmonton, Alberta",Other non-elderly families,104100.0
2016,"Edmonton, Alberta",Other non-elderly families,108500.0
2017,"Edmonton, Alberta",Other non-elderly families,111100.0
2018,"Edmonton, Alberta",Other non-elderly families,102200.0
2019,"Edmonton, Alberta",Other non-elderly families,73900.0
2010,"Edmonton, Alberta",Persons not in an economic family,36800.0
2011,"Edmonton, Alberta",Persons not in an economic family,35200.0
2012,"Edmonton, Alberta",Persons not in an economic family,41100.0
2013,"Edmonton, Alberta",Persons not in an economic family,39100.0
2014,"Edmonton, Alberta",Persons not in an economic family,38400.0
2015,"Edmonton, Alberta",Persons not in an economic family,41700.0
2016,"Edmonton, Alberta",Persons not in an economic family,40100.0
2017,"Edmonton, Alberta",Persons not in an economic family,36900.0
2018,"Edmonton, Alberta",Persons not in an economic family,36500.0
2019,"Edmonton, Alberta",Persons not in an economic family,36300.0
2010,"Edmonton, Alberta",Elderly persons not in an economic family,28500.0
2011,"Edmonton, Alberta",Elderly persons not in an economic family,28500.0
2012,"Edmonton, Alberta",Elderly persons not in an economic family,29800.0
2013,"Edmonton, Alberta",Elderly persons not in an economic family,27200.0
2014,"Edmonton, Alberta",Elderly persons not in an economic family,32200.0
2015,"Edmonton, Alberta",Elderly persons not in an economic family,36900.0
2016,"Edmonton, Alberta",Elderly persons not in an economic family,31400.0
2017,"Edmonton, Alberta",Elderly persons not in an economic family,37000.0
2018,"Edmonton, Alberta",Elderly persons not in an economic family,29900.0
2019,"Edmonton, Alberta",Elderly persons not in an economic family,37100.0
2010,"Edmonton, Alberta",Elderly males not in an economic family,32700.0
2011,"Edmonton, Alberta",Elderly males not in an economic family,35900.0
2012,"Edmonton, Alberta",Elderly males not in an economic family,
2013,"Edmonton, Alberta",Elderly males not in an economic family,
2014,"Edmonton, Alberta",Elderly males not in an economic family,
2015,"Edmonton, Alberta",Elderly males not in an economic family,
2016,"Edmonton, Alberta",Elderly males not in an economic family,
2017,"Edmonton, Alberta",Elderly males not in an economic family,37500.0
2018,"Edmonton, Alberta",Elderly males not in an economic family,38300.0
2019,"Edmonton, Alberta",Elderly males not in an economic family,
2010,"Edmonton, Alberta",Elderly females not in an economic family,27500.0
2011,"Edmonton, Alberta",Elderly females not in an economic family,27400.0
2012,"Edmonton, Alberta",Elderly females not in an economic family,28900.0
2013,"Edmonton, Alberta",Elderly females not in an economic family,
2014,"Edmonton, Alberta",Elderly females not in an economic family,32200.0
2015,"Edmonton, Alberta",Elderly females not in an economic family,34400.0
2016,"Edmonton, Alberta",Elderly females not in an economic family,31500.0
2017,"Edmonton, Alberta",Elderly females not in an economic family,35900.0
2018,"Edmonton, Alberta",Elderly females not in an economic family,28000.0
2019,"Edmonton, Alberta",Elderly females not in an economic family,37100.0
2010,"Edmonton, Alberta",Non-elderly persons not in an economic family,46700.0
2011,"Edmonton, Alberta",Non-elderly persons not in an economic family,38800.0
2012,"Edmonton, Alberta",Non-elderly persons not in an economic family,43700.0
2013,"Edmonton, Alberta",Non-elderly persons not in an economic family,42400.0
2014,"Edmonton, Alberta",Non-elderly persons not in an economic family,38800.0
2015,"Edmonton, Alberta",Non-elderly persons not in an economic family,45100.0
2016,"Edmonton, Alberta",Non-elderly persons not in an economic family,41000.0
2017,"Edmonton, Alberta",Non-elderly persons not in an economic family,36800.0
2018,"Edmonton, Alberta",Non-elderly persons not in an economic family,38000.0
2019,"Edmonton, Alberta",Non-elderly persons not in an economic family,36000.0
2010,"Edmonton, Alberta",Non-elderly males not in an economic family,44800.0
2011,"Edmonton, Alberta",Non-elderly males not in an economic family,35800.0
2012,"Edmonton, Alberta",Non-elderly males not in an economic family,45100.0
2013,"Edmonton, Alberta",Non-elderly males not in an economic family,42400.0
2014,"Edmonton, Alberta",Non-elderly males not in an economic family,48200.0
2015,"Edmonton, Alberta",Non-elderly males not in an economic family,46800.0
2016,"Edmonton, Alberta",Non-elderly males not in an economic family,43800.0
2017,"Edmonton, Alberta",Non-elderly males not in an economic family,42800.0
2018,"Edmonton, Alberta",Non-elderly males not in an economic family,38000.0
2019,"Edmonton, Alberta",Non-elderly males not in an economic family,36000.0
2010,"Edmonton, Alberta",Non-elderly females not in an economic family,46900.0
2011,"Edmonton, Alberta",Non-elderly females not in an economic family,47600.0
2012,"Edmonton, Alberta",Non-elderly females not in an economic family,39300.0
2013,"Edmonton, Alberta",Non-elderly females not in an economic family,39100.0
2014,"Edmonton, Alberta",Non-elderly females not in an economic family,
2015,"Edmonton, Alberta",Non-elderly females not in an economic family,41200.0
2016,"Edmonton, Alberta",Non-elderly females not in an economic family,36400.0
2017,"Edmonton, Alberta",Non-elderly females not in an economic family,32000.0
2018,"Edmonton, Alberta",Non-elderly females not in an economic family,36900.0
2019,"Edmonton, Alberta",Non-elderly females not in an economic family,34900.0
2010,"Vancouver, British Columbia",Economic families and persons not in an economic family,56600.0
2011,"Vancouver, British Columbia",Economic families and persons not in an economic family,56700.0
2012,"Vancouver, British Columbia",Economic families and persons not in an economic family,59800.0
2013,"Vancouver, British Columbia",Economic families and persons not in an economic family,60600.0
2014,"Vancouver, British Columbia",Economic families and persons not in an economic family,61600.0
2015,"Vancouver, British Columbia",Economic families and persons not in an economic family,64700.0
2016,"Vancouver, British Columbia",Economic families and persons not in an economic family,68400.0
2017,"Vancouver, British Columbia",Economic families and persons not in an economic family,68300.0
2018,"Vancouver, British Columbia",Economic families and persons not in an economic family,65200.0
2019,"Vancouver, British Columbia",Economic families and persons not in an economic family,71500.0
2010,"Vancouver, British Columbia",Economic families,81700.0
2011,"Vancouver, British Columbia",Economic families,83400.0
2012,"Vancouver, British Columbia",Economic families,83500.0
2013,"Vancouver, British Columbia",Economic families,87200.0
2014,"Vancouver, British Columbia",Economic families,90100.0
2015,"Vancouver, British Columbia",Economic families,95800.0
2016,"Vancouver, British Columbia",Economic families,90900.0
2017,"Vancouver, British Columbia",Economic families,91600.0
2018,"Vancouver, British Columbia",Economic families,95700.0
2019,"Vancouver, British Columbia",Economic families,94800.0
2010,"Vancouver, British Columbia",Elderly families,57100.0
2011,"Vancouver, British Columbia",Elderly families,63800.0
2012,"Vancouver, British Columbia",Elderly families,61000.0
2013,"Vancouver, British Columbia",Elderly families,65900.0
2014,"Vancouver, British Columbia",Elderly families,61000.0
2015,"Vancouver, British Columbia",Elderly families,69000.0
2016,"Vancouver, British Columbia",Elderly families,80500.0
2017,"Vancouver, British Columbia",Elderly families,74300.0
2018,"Vancouver, British Columbia",Elderly families,72300.0
2019,"Vancouver, British Columbia",Elderly families,75800.0
2010,"Vancouver, British Columbia",Elderly couples,58200.0
2011,"Vancouver, British Columbia",Elderly couples,61800.0
2012,"Vancouver, British Columbia",Elderly couples,60200.0
2013,"Vancouver, British Columbia",Elderly couples,62900.0
2014,"Vancouver, British Columbia",Elderly couples,59800.0
2015,"Vancouver, British Columbia",Elderly couples,69700.0
2016,"Vancouver, British Columbia",Elderly couples,80500.0
2017,"Vancouver, British Columbia",Elderly couples,76000.0
2018,"Vancouver, British Columbia",Elderly couples,71300.0
2019,"Vancouver, British Columbia",Elderly couples,75800.0
2010,"Vancouver, British Columbia",Other elderly families,47200.0
2011,"Vancouver, British Columbia",Other elderly families,
2012,"Vancouver, British Columbia",Other elderly families,
2013,"Vancouver, British Columbia",Other elderly families,80300.0
2014,"Vancouver, British Columbia",Other elderly families,62900.0
2015,"Vancouver, British Columbia",Other elderly families,
2016,"Vancouver, British Columbia",Other elderly families,
2017,"Vancouver, British Columbia",Other elderly families,68900.0
2018,"Vancouver, British Columbia",Other elderly families,93800.0
2019,"Vancouver, British Columbia",Other elderly families,67400.0
2010,"Vancouver, British Columbia",Non-elderly families,88400.0
2011,"Vancouver, British Columbia",Non-elderly families,92300.0
2012,"Vancouver, British Columbia",Non-elderly families,88900.0
2013,"Vancouver, British Columbia",Non-elderly families,92400.0
2014,"Vancouver, British Columbia",Non-elderly families,96700.0
2015,"Vancouver, British Columbia",Non-elderly families,100200.0
2016,"Vancouver, British Columbia",Non-elderly families,94500.0
2017,"Vancouver, British Columbia",Non-elderly families,97100.0
2018,"Vancouver, British Columbia",Non-elderly families,101900.0
2019,"Vancouver, British Columbia",Non-elderly families,100300.0
2010,"Vancouver, British Columbia",Couples,82700.0
2011,"Vancouver, British Columbia",Couples,92000.0
2012,"Vancouver, British Columbia",Couples,80200.0
2013,"Vancouver, British Columbia",Couples,82800.0
2014,"Vancouver, British Columbia",Couples,79800.0
2015,"Vancouver, British Columbia",Couples,96700.0
2016,"Vancouver, British Columbia",Couples,85900.0
2017,"Vancouver, British Columbia",Couples,89000.0
2018,"Vancouver, British Columbia",Couples,90400.0
2019,"Vancouver, British Columbia",Couples,90700.0
2010,"Vancouver, British Columbia",Couples with children,97500.0
2011,"Vancouver, British Columbia",Couples with children,94800.0
2012,"Vancouver, British Columbia",Couples with children,95800.0
2013,"Vancouver, British Columbia",Couples with children,108000.0
2014,"Vancouver, British Columbia",Couples with children,110700.0
2015,"Vancouver, British Columbia",Couples with children,110000.0
2016,"Vancouver, British Columbia",Couples with children,103800.0
2017,"Vancouver, British Columbia",Couples with children,107800.0
2018,"Vancouver, British Columbia",Couples with children,113300.0
2019,"Vancouver, British Columbia",Couples with children,111700.0
2010,"Vancouver, British Columbia",Couples with other relatives,145200.0
2011,"Vancouver, British Columbia",Couples with other relatives,124200.0
2012,"Vancouver, British Columbia",Couples with other relatives,137600.0
2013,"Vancouver, British Columbia",Couples with other relatives,136800.0
2014,"Vancouver, British Columbia",Couples with other relatives,120600.0
2015,"Vancouver, British Columbia",Couples with other relatives,130200.0
2016,"Vancouver, British Columbia",Couples with other relatives,129000.0
2017,"Vancouver, British Columbia",Couples with other relatives,132300.0
2018,"Vancouver, British Columbia",Couples with other relatives,128300.0
2019,"Vancouver, British Columbia",Couples with other relatives,138900.0
2010,"Vancouver, British Columbia",Lone-parent families,53600.0
2011,"Vancouver, British Columbia",Lone-parent families,46600.0
