Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,85.8
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,81.6
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,68.6
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,59.0
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,49.4
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,24.7
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,26.4
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,17.9
2020/2022,Québec,Fabrication,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,32.7
2020/2022,Québec,Fabrication,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,4.1
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,28.8
2020/2022,Québec,Fabrication,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,24.8
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,18.5
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,35.5
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,21.9
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,24.8
2020/2022,Québec,Fabrication,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,14.1
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,10.9
2020/2022,Québec,Fabrication,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,5.6
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,46.1
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,41.2
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,14.7
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,11.2
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,7.8
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,29.8
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,2.3
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,13.6
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,11.1
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,9.1
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,25.6
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,13.5
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,19.9
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,9.9
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,7.8
2020/2022,Québec,Commerce de gros,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,4.8
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,54.5
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,50.3
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,27.2
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,24.8
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,22.9
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,44.4
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,15.3
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,29.1
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,28.7
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,24.2
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,45.7
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,35.5
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,33.3
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,27.7
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,28.2
2020/2022,Québec,Commerce de détail,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,6.9
2020/2022,Québec,Transport et entreposage,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,60.1
2020/2022,Québec,Transport et entreposage,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,54.6
2020/2022,Québec,Transport et entreposage,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,18.3
