Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2022,British Columbia,Potable water assets,All municipalities,59,67.59
2022,British Columbia,Potable water assets,All urban municipalities,59,75.53
2022,British Columbia,Potable water assets,"Urban municipalities, population less than 5000",59,67.74
2022,British Columbia,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",59,72.97
2022,British Columbia,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",59,93.75
2022,British Columbia,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",59,100.0
2022,British Columbia,Potable water assets,"Urban municipalities, population greater than 200,000",59,75.0
2022,British Columbia,Potable water assets,All rural municipalities,59,52.94
2022,British Columbia,Potable water assets,"Rural municipalities, population less than 5000",59,48.84
2022,British Columbia,Potable water assets,"Rural municipalities, population greater than 5000",59,75.0
2022,British Columbia,Stormwater assets,All municipalities,59,72.48
2022,British Columbia,Stormwater assets,All urban municipalities,59,84.16
2022,British Columbia,Stormwater assets,"Urban municipalities, population less than 5000",59,70.97
2022,British Columbia,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",59,83.33
2022,British Columbia,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",59,100.0
2022,British Columbia,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",59,100.0
2022,British Columbia,Stormwater assets,"Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,Stormwater assets,All rural municipalities,59,48.98
2022,British Columbia,Stormwater assets,"Rural municipalities, population less than 5000",59,46.15
2022,British Columbia,Stormwater assets,"Rural municipalities, population greater than 5000",59,60.0
2022,British Columbia,Wastewater assets,All municipalities,59,68.67
2022,British Columbia,Wastewater assets,All urban municipalities,59,76.24
2022,British Columbia,Wastewater assets,"Urban municipalities, population less than 5000",59,64.52
2022,British Columbia,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",59,78.57
2022,British Columbia,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",59,83.33
2022,British Columbia,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",59,100.0
2022,British Columbia,Wastewater assets,"Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,Wastewater assets,All rural municipalities,59,53.06
2022,British Columbia,Wastewater assets,"Rural municipalities, population less than 5000",59,51.22
2022,British Columbia,Wastewater assets,"Rural municipalities, population greater than 5000",59,62.5
2022,British Columbia,Solid waste assets,All municipalities,59,38.46
2022,British Columbia,Solid waste assets,All urban municipalities,59,42.86
2022,British Columbia,Solid waste assets,"Urban municipalities, population less than 5000",59,16.67
2022,British Columbia,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",59,46.67
2022,British Columbia,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",59,14.29
2022,British Columbia,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",59,100.0
2022,British Columbia,Solid waste assets,"Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,Solid waste assets,All rural municipalities,59,23.53
2022,British Columbia,Solid waste assets,"Rural municipalities, population less than 5000",59,23.08
2022,British Columbia,Solid waste assets,"Rural municipalities, population greater than 5000",59,25.0
2022,British Columbia,Roads,All municipalities,59,59.62
2022,British Columbia,Roads,All urban municipalities,59,70.59
2022,British Columbia,Roads,"Urban municipalities, population less than 5000",59,65.62
2022,British Columbia,Roads,"Urban municipalities, population greater than 5000 to 30,000",59,66.67
2022,British Columbia,Roads,"Urban municipalities, population greater than 30,000 to 100,000",59,83.33
2022,British Columbia,Roads,"Urban municipalities, population greater than 100,000 to 200,000",59,83.33
2022,British Columbia,Roads,"Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,Roads,All rural municipalities,59,38.89
2022,British Columbia,Roads,"Rural municipalities, population less than 5000",59,36.36
2022,British Columbia,Roads,"Rural municipalities, population greater than 5000",59,50.0
2022,British Columbia,Bridges and tunnels,All municipalities,59,65.42
2022,British Columbia,Bridges and tunnels,All urban municipalities,59,71.83
2022,British Columbia,Bridges and tunnels,"Urban municipalities, population less than 5000",59,55.56
2022,British Columbia,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",59,65.38
2022,British Columbia,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",59,83.33
2022,British Columbia,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",59,66.67
2022,British Columbia,Bridges and tunnels,"Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,Bridges and tunnels,All rural municipalities,59,52.78
2022,British Columbia,Bridges and tunnels,"Rural municipalities, population less than 5000",59,53.85
2022,British Columbia,Bridges and tunnels,"Rural municipalities, population greater than 5000",59,50.0
2022,British Columbia,Social and affordable housing,All municipalities,59,
2022,British Columbia,Social and affordable housing,All urban municipalities,59,
2022,British Columbia,Social and affordable housing,"Urban municipalities, population less than 5000",59,
2022,British Columbia,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",59,
2022,British Columbia,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",59,
2022,British Columbia,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",59,
2022,British Columbia,Social and affordable housing,"Urban municipalities, population greater than 200,000",59,
2022,British Columbia,Social and affordable housing,All rural municipalities,59,
2022,British Columbia,Social and affordable housing,"Rural municipalities, population less than 5000",59,
2022,British Columbia,Social and affordable housing,"Rural municipalities, population greater than 5000",59,
2022,British Columbia,"Culture, recreation and sports facilities",All municipalities,59,42.76
2022,British Columbia,"Culture, recreation and sports facilities",All urban municipalities,59,48.45
2022,British Columbia,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",59,40.0
2022,British Columbia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",59,38.46
2022,British Columbia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",59,66.67
2022,British Columbia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",59,66.67
2022,British Columbia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",59,100.0
2022,British Columbia,"Culture, recreation and sports facilities",All rural municipalities,59,29.17
2022,British Columbia,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",59,28.21
2022,British Columbia,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",59,33.33
2022,British Columbia,Shelters and homeless services assets,All municipalities,59,
2022,British Columbia,Shelters and homeless services assets,All urban municipalities,59,
2022,British Columbia,Shelters and homeless services assets,"Urban municipalities, population less than 5000",59,
2022,British Columbia,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",59,
2022,British Columbia,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",59,
2022,British Columbia,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",59,
2022,British Columbia,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",59,
2022,British Columbia,Shelters and homeless services assets,All rural municipalities,59,
2022,British Columbia,Shelters and homeless services assets,"Rural municipalities, population less than 5000",59,
2022,British Columbia,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",59,
2022,British Columbia,Active transportation assets,All municipalities,59,37.16
2022,British Columbia,Active transportation assets,All urban municipalities,59,47.52
2022,British Columbia,Active transportation assets,"Urban municipalities, population less than 5000",59,38.71
2022,British Columbia,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",59,38.1
2022,British Columbia,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",59,66.67
2022,British Columbia,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",59,66.67
2022,British Columbia,Active transportation assets,"Urban municipalities, population greater than 200,000",59,75.0
2022,British Columbia,Active transportation assets,All rural municipalities,59,14.89
2022,British Columbia,Active transportation assets,"Rural municipalities, population less than 5000",59,16.22
2022,British Columbia,Active transportation assets,"Rural municipalities, population greater than 5000",59,10.0
2022,Yukon,Public transit assets,All municipalities,60,100.0
2022,Yukon,Public transit assets,All urban municipalities,60,100.0
2022,Yukon,Public transit assets,"Urban municipalities, population less than 5000",60,
2022,Yukon,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",60,100.0
2022,Yukon,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",60,
2022,Yukon,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",60,
2022,Yukon,Public transit assets,"Urban municipalities, population greater than 200,000",60,
2022,Yukon,Public transit assets,All rural municipalities,60,
2022,Yukon,Public transit assets,"Rural municipalities, population less than 5000",60,
2022,Yukon,Public transit assets,"Rural municipalities, population greater than 5000",60,
2022,Yukon,Potable water assets,All municipalities,60,50.0
2022,Yukon,Potable water assets,All urban municipalities,60,100.0
2022,Yukon,Potable water assets,"Urban municipalities, population less than 5000",60,
2022,Yukon,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",60,100.0
2022,Yukon,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",60,
