Year,Units,Geography,Fuel type,Demand characteristics,Value
2017,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Total transportation,0.0
2017,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Agriculture,0.0
2017,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Residential,0.0
2017,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0.0
2017,Per capita,Nova Scotia,Hydroelectricity,Energy use - final demand,0.04
2017,Per capita,Nova Scotia,Hydroelectricity,Total industrial,0.01
2017,Per capita,Nova Scotia,Hydroelectricity,Agriculture,0.0
2017,Per capita,Nova Scotia,Hydroelectricity,Residential,0.02
2017,Per capita,Nova Scotia,Hydroelectricity,Public administration,0.0
2017,Per capita,Nova Scotia,Hydroelectricity,Commercial and other institutional,0.01
2017,Per capita,Nova Scotia,Total refined petroleum products,Energy use - final demand,0.1
2017,Per capita,Nova Scotia,Total refined petroleum products,Total industrial,0.01
2017,Per capita,Nova Scotia,Total refined petroleum products,Total transportation,0.07
2017,Per capita,Nova Scotia,Total refined petroleum products,Agriculture,0.0
2017,Per capita,Nova Scotia,Total refined petroleum products,Residential,0.02
2017,Per capita,Nova Scotia,Total refined petroleum products,Public administration,0.01
2017,Per capita,Nova Scotia,Total refined petroleum products,Commercial and other institutional,0.0
2018,Per capita,Nova Scotia,Total primary and secondary energy,Energy use - final demand,0.16
2018,Per capita,Nova Scotia,Total primary and secondary energy,Total industrial,0.02
2018,Per capita,Nova Scotia,Total primary and secondary energy,Total transportation,0.08
2018,Per capita,Nova Scotia,Total primary and secondary energy,Agriculture,0.0
2018,Per capita,Nova Scotia,Total primary and secondary energy,Residential,0.03
2018,Per capita,Nova Scotia,Total primary and secondary energy,Public administration,0.01
2018,Per capita,Nova Scotia,Total primary and secondary energy,Commercial and other institutional,0.02
2018,Per capita,Nova Scotia,Total coal,Energy use - final demand,0.0
2018,Per capita,Nova Scotia,Total coal,Total industrial,0.0
2018,Per capita,Nova Scotia,Natural gas,Energy use - final demand,0.01
2018,Per capita,Nova Scotia,Natural gas,Total industrial,0.0
2018,Per capita,Nova Scotia,Natural gas,Total transportation,0.0
2018,Per capita,Nova Scotia,Natural gas,Residential,0.0
2018,Per capita,Nova Scotia,Natural gas,Public administration,0.0
2018,Per capita,Nova Scotia,Natural gas,Commercial and other institutional,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Energy use - final demand,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Total industrial,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Total transportation,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Agriculture,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Residential,0.0
2018,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0.0
2018,Per capita,Nova Scotia,Hydroelectricity,Energy use - final demand,0.04
2018,Per capita,Nova Scotia,Hydroelectricity,Total industrial,0.01
2018,Per capita,Nova Scotia,Hydroelectricity,Agriculture,0.0
2018,Per capita,Nova Scotia,Hydroelectricity,Residential,0.02
2018,Per capita,Nova Scotia,Hydroelectricity,Public administration,0.0
2018,Per capita,Nova Scotia,Hydroelectricity,Commercial and other institutional,0.01
2018,Per capita,Nova Scotia,Total refined petroleum products,Energy use - final demand,0.11
2018,Per capita,Nova Scotia,Total refined petroleum products,Total industrial,0.01
2018,Per capita,Nova Scotia,Total refined petroleum products,Total transportation,0.07
2018,Per capita,Nova Scotia,Total refined petroleum products,Agriculture,0.0
2018,Per capita,Nova Scotia,Total refined petroleum products,Residential,0.02
2018,Per capita,Nova Scotia,Total refined petroleum products,Public administration,0.0
2018,Per capita,Nova Scotia,Total refined petroleum products,Commercial and other institutional,0.0
2019,Per capita,Nova Scotia,Total primary and secondary energy,Energy use - final demand,0.16
2019,Per capita,Nova Scotia,Total primary and secondary energy,Total industrial,0.02
2019,Per capita,Nova Scotia,Total primary and secondary energy,Total transportation,0.07
2019,Per capita,Nova Scotia,Total primary and secondary energy,Agriculture,0.0
2019,Per capita,Nova Scotia,Total primary and secondary energy,Residential,0.03
2019,Per capita,Nova Scotia,Total primary and secondary energy,Public administration,0.01
2019,Per capita,Nova Scotia,Total primary and secondary energy,Commercial and other institutional,0.02
2019,Per capita,Nova Scotia,Total coal,Energy use - final demand,0.0
2019,Per capita,Nova Scotia,Total coal,Total industrial,0.0
2019,Per capita,Nova Scotia,Natural gas,Energy use - final demand,0.01
2019,Per capita,Nova Scotia,Natural gas,Total industrial,0.0
2019,Per capita,Nova Scotia,Natural gas,Total transportation,0.0
2019,Per capita,Nova Scotia,Natural gas,Residential,0.0
2019,Per capita,Nova Scotia,Natural gas,Public administration,0.0
2019,Per capita,Nova Scotia,Natural gas,Commercial and other institutional,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Energy use - final demand,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Total industrial,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Total transportation,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Agriculture,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Residential,0.0
2019,Per capita,Nova Scotia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0.0
2019,Per capita,Nova Scotia,Hydroelectricity,Energy use - final demand,0.04
2019,Per capita,Nova Scotia,Hydroelectricity,Total industrial,0.01
2019,Per capita,Nova Scotia,Hydroelectricity,Agriculture,0.0
2019,Per capita,Nova Scotia,Hydroelectricity,Residential,0.02
2019,Per capita,Nova Scotia,Hydroelectricity,Public administration,0.0
2019,Per capita,Nova Scotia,Hydroelectricity,Commercial and other institutional,0.01
2019,Per capita,Nova Scotia,Total refined petroleum products,Energy use - final demand,0.1
2019,Per capita,Nova Scotia,Total refined petroleum products,Total industrial,0.01
2019,Per capita,Nova Scotia,Total refined petroleum products,Total transportation,0.07
2019,Per capita,Nova Scotia,Total refined petroleum products,Agriculture,0.0
2019,Per capita,Nova Scotia,Total refined petroleum products,Residential,0.02
2019,Per capita,Nova Scotia,Total refined petroleum products,Public administration,0.0
2019,Per capita,Nova Scotia,Total refined petroleum products,Commercial and other institutional,0.0
2015,Per capita,Nunavut,Total primary and secondary energy,Energy use - final demand,0.2
2015,Per capita,Nunavut,Total primary and secondary energy,Total industrial,0.04
2015,Per capita,Nunavut,Total primary and secondary energy,Total transportation,0.12
2015,Per capita,Nunavut,Total primary and secondary energy,Agriculture,0.0
2015,Per capita,Nunavut,Total primary and secondary energy,Residential,0.01
2015,Per capita,Nunavut,Total primary and secondary energy,Public administration,0.01
2015,Per capita,Nunavut,Total primary and secondary energy,Commercial and other institutional,0.02
2015,Per capita,Nunavut,Hydroelectricity,Energy use - final demand,0.01
2015,Per capita,Nunavut,Hydroelectricity,Residential,0.01
2015,Per capita,Nunavut,Hydroelectricity,Public administration,0.0
2015,Per capita,Nunavut,Hydroelectricity,Commercial and other institutional,0.0
2015,Per capita,Nunavut,Total refined petroleum products,Energy use - final demand,0.19
2015,Per capita,Nunavut,Total refined petroleum products,Total industrial,0.04
2015,Per capita,Nunavut,Total refined petroleum products,Total transportation,0.12
2015,Per capita,Nunavut,Total refined petroleum products,Agriculture,0.0
2015,Per capita,Nunavut,Total refined petroleum products,Public administration,0.01
2015,Per capita,Nunavut,Total refined petroleum products,Commercial and other institutional,0.02
2016,Per capita,Nunavut,Total primary and secondary energy,Energy use - final demand,0.19
2016,Per capita,Nunavut,Total primary and secondary energy,Total industrial,0.06
2016,Per capita,Nunavut,Total primary and secondary energy,Total transportation,0.08
2016,Per capita,Nunavut,Total primary and secondary energy,Agriculture,0.01
2016,Per capita,Nunavut,Total primary and secondary energy,Residential,0.01
2016,Per capita,Nunavut,Total primary and secondary energy,Public administration,0.01
2016,Per capita,Nunavut,Total primary and secondary energy,Commercial and other institutional,0.03
2016,Per capita,Nunavut,Hydroelectricity,Energy use - final demand,0.02
2016,Per capita,Nunavut,Hydroelectricity,Residential,0.01
2016,Per capita,Nunavut,Hydroelectricity,Public administration,0.0
2016,Per capita,Nunavut,Hydroelectricity,Commercial and other institutional,0.01
2016,Per capita,Nunavut,Total refined petroleum products,Energy use - final demand,0.17
2016,Per capita,Nunavut,Total refined petroleum products,Total industrial,0.06
2016,Per capita,Nunavut,Total refined petroleum products,Total transportation,0.08
2016,Per capita,Nunavut,Total refined petroleum products,Agriculture,0.01
2016,Per capita,Nunavut,Total refined petroleum products,Public administration,0.01
2016,Per capita,Nunavut,Total refined petroleum products,Commercial and other institutional,0.02
2017,Per capita,Nunavut,Total primary and secondary energy,Energy use - final demand,0.17
2017,Per capita,Nunavut,Total primary and secondary energy,Total industrial,0.05
2017,Per capita,Nunavut,Total primary and secondary energy,Total transportation,0.07
2017,Per capita,Nunavut,Total primary and secondary energy,Agriculture,0.0
2017,Per capita,Nunavut,Total primary and secondary energy,Residential,0.01
2017,Per capita,Nunavut,Total primary and secondary energy,Public administration,0.01
2017,Per capita,Nunavut,Total primary and secondary energy,Commercial and other institutional,0.03
2017,Per capita,Nunavut,Hydroelectricity,Energy use - final demand,0.02
2017,Per capita,Nunavut,Hydroelectricity,Residential,0.01
2017,Per capita,Nunavut,Hydroelectricity,Public administration,0.0
2017,Per capita,Nunavut,Hydroelectricity,Commercial and other institutional,0.01
2017,Per capita,Nunavut,Total refined petroleum products,Energy use - final demand,0.15
2017,Per capita,Nunavut,Total refined petroleum products,Total industrial,0.05
2017,Per capita,Nunavut,Total refined petroleum products,Total transportation,0.07
2017,Per capita,Nunavut,Total refined petroleum products,Agriculture,0.0
2017,Per capita,Nunavut,Total refined petroleum products,Public administration,0.01
2017,Per capita,Nunavut,Total refined petroleum products,Commercial and other institutional,0.02
2018,Per capita,Nunavut,Total primary and secondary energy,Energy use - final demand,0.15
2018,Per capita,Nunavut,Total primary and secondary energy,Total industrial,0.05
2018,Per capita,Nunavut,Total primary and secondary energy,Total transportation,0.06
2018,Per capita,Nunavut,Total primary and secondary energy,Agriculture,0.0
2018,Per capita,Nunavut,Total primary and secondary energy,Residential,0.01
2018,Per capita,Nunavut,Total primary and secondary energy,Public administration,0.01
2018,Per capita,Nunavut,Total primary and secondary energy,Commercial and other institutional,0.02
2018,Per capita,Nunavut,Hydroelectricity,Energy use - final demand,0.02
2018,Per capita,Nunavut,Hydroelectricity,Residential,0.01
2018,Per capita,Nunavut,Hydroelectricity,Public administration,0.0
2018,Per capita,Nunavut,Hydroelectricity,Commercial and other institutional,0.01
2018,Per capita,Nunavut,Total refined petroleum products,Energy use - final demand,0.14
2018,Per capita,Nunavut,Total refined petroleum products,Total industrial,0.05
2018,Per capita,Nunavut,Total refined petroleum products,Total transportation,0.06
2018,Per capita,Nunavut,Total refined petroleum products,Agriculture,0.0
2018,Per capita,Nunavut,Total refined petroleum products,Public administration,0.01
2018,Per capita,Nunavut,Total refined petroleum products,Commercial and other institutional,0.01
2019,Per capita,Nunavut,Total primary and secondary energy,Energy use - final demand,0.14
2019,Per capita,Nunavut,Total primary and secondary energy,Total industrial,0.04
