Year,Geography,GeoCode,Economic family type,Household food security status,Value
2018,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2019,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2020,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2018,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",
2019,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",8.2
2020,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",9.1
2018,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate",
2019,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate",
2020,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, moderate",
2018,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, severe",
2019,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, severe",
2020,British Columbia,,data.Persons in couple families with other relatives,"Food insecure, severe",
2018,British Columbia,,data.Persons in lone-parent families,Food secure,55.6
2019,British Columbia,,data.Persons in lone-parent families,Food secure,66.1
2020,British Columbia,,data.Persons in lone-parent families,Food secure,70.7
2018,British Columbia,,data.Persons in lone-parent families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in lone-parent families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in lone-parent families,"Food insecure, marginal",5.9
2018,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate or severe",34.4
2019,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate or severe",29.5
2020,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate or severe",23.4
2018,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate",22.0
2019,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate",19.2
2020,British Columbia,,data.Persons in lone-parent families,"Food insecure, moderate",12.4
2018,British Columbia,,data.Persons in lone-parent families,"Food insecure, severe",12.4
2019,British Columbia,,data.Persons in lone-parent families,"Food insecure, severe",
2020,British Columbia,,data.Persons in lone-parent families,"Food insecure, severe",11.0
2018,British Columbia,,data.Persons in male lone-parent families,Food secure,75.9
2019,British Columbia,,data.Persons in male lone-parent families,Food secure,64.8
2020,British Columbia,,data.Persons in male lone-parent families,Food secure,72.0
2018,British Columbia,,data.Persons in male lone-parent families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in male lone-parent families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in male lone-parent families,"Food insecure, marginal",
2018,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2019,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2018,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate",
2019,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate",
2020,British Columbia,,data.Persons in male lone-parent families,"Food insecure, moderate",
2018,British Columbia,,data.Persons in male lone-parent families,"Food insecure, severe",
2019,British Columbia,,data.Persons in male lone-parent families,"Food insecure, severe",
2020,British Columbia,,data.Persons in male lone-parent families,"Food insecure, severe",
2018,British Columbia,,data.Persons in female lone-parent families,Food secure,51.8
2019,British Columbia,,data.Persons in female lone-parent families,Food secure,66.4
2020,British Columbia,,data.Persons in female lone-parent families,Food secure,70.3
2018,British Columbia,,data.Persons in female lone-parent families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in female lone-parent families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in female lone-parent families,"Food insecure, marginal",
2018,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",37.3
2019,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",28.3
2020,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",25.3
2018,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate",23.6
2019,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate",17.3
2020,British Columbia,,data.Persons in female lone-parent families,"Food insecure, moderate",13.4
2018,British Columbia,,data.Persons in female lone-parent families,"Food insecure, severe",13.7
2019,British Columbia,,data.Persons in female lone-parent families,"Food insecure, severe",
2020,British Columbia,,data.Persons in female lone-parent families,"Food insecure, severe",11.9
2018,British Columbia,,data.Persons in other non-elderly families,Food secure,79.8
2019,British Columbia,,data.Persons in other non-elderly families,Food secure,80.7
2020,British Columbia,,data.Persons in other non-elderly families,Food secure,84.9
2018,British Columbia,,data.Persons in other non-elderly families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in other non-elderly families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in other non-elderly families,"Food insecure, marginal",
2018,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",10.9
2019,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",13.0
2018,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate",7.3
2019,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate",
2020,British Columbia,,data.Persons in other non-elderly families,"Food insecure, moderate",10.2
2018,British Columbia,,data.Persons in other non-elderly families,"Food insecure, severe",
2019,British Columbia,,data.Persons in other non-elderly families,"Food insecure, severe",
2020,British Columbia,,data.Persons in other non-elderly families,"Food insecure, severe",2.9
2018,British Columbia,,Persons not in an economic family,Food secure,76.2
2019,British Columbia,,Persons not in an economic family,Food secure,75.8
2020,British Columbia,,Persons not in an economic family,Food secure,81.8
2018,British Columbia,,Persons not in an economic family,"Food insecure, marginal",4.6
2019,British Columbia,,Persons not in an economic family,"Food insecure, marginal",4.8
2020,British Columbia,,Persons not in an economic family,"Food insecure, marginal",4.9
2018,British Columbia,,Persons not in an economic family,"Food insecure, moderate or severe",19.2
2019,British Columbia,,Persons not in an economic family,"Food insecure, moderate or severe",19.4
2020,British Columbia,,Persons not in an economic family,"Food insecure, moderate or severe",13.3
2018,British Columbia,,Persons not in an economic family,"Food insecure, moderate",9.6
2019,British Columbia,,Persons not in an economic family,"Food insecure, moderate",11.4
2020,British Columbia,,Persons not in an economic family,"Food insecure, moderate",8.6
2018,British Columbia,,Persons not in an economic family,"Food insecure, severe",9.6
2019,British Columbia,,Persons not in an economic family,"Food insecure, severe",8.0
2020,British Columbia,,Persons not in an economic family,"Food insecure, severe",4.6
2018,British Columbia,,Elderly persons not in an economic family,Food secure,84.6
2019,British Columbia,,Elderly persons not in an economic family,Food secure,91.3
2020,British Columbia,,Elderly persons not in an economic family,Food secure,86.6
2018,British Columbia,,Elderly persons not in an economic family,"Food insecure, marginal",4.4
2019,British Columbia,,Elderly persons not in an economic family,"Food insecure, marginal",
2020,British Columbia,,Elderly persons not in an economic family,"Food insecure, marginal",
2018,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate or severe",11.0
2019,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate or severe",7.3
2020,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate or severe",9.1
2018,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate",7.4
2019,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate",6.0
2020,British Columbia,,Elderly persons not in an economic family,"Food insecure, moderate",6.8
2018,British Columbia,,Elderly persons not in an economic family,"Food insecure, severe",3.6
2019,British Columbia,,Elderly persons not in an economic family,"Food insecure, severe",
2020,British Columbia,,Elderly persons not in an economic family,"Food insecure, severe",2.2
2018,British Columbia,,Elderly males not in an economic family,Food secure,81.3
2019,British Columbia,,Elderly males not in an economic family,Food secure,92.0
2020,British Columbia,,Elderly males not in an economic family,Food secure,87.3
2018,British Columbia,,Elderly males not in an economic family,"Food insecure, marginal",
2019,British Columbia,,Elderly males not in an economic family,"Food insecure, marginal",
2020,British Columbia,,Elderly males not in an economic family,"Food insecure, marginal",
2018,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate or severe",13.7
2019,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate or severe",
2020,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate or severe",7.0
2018,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate",9.3
2019,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate",
2020,British Columbia,,Elderly males not in an economic family,"Food insecure, moderate",
2018,British Columbia,,Elderly males not in an economic family,"Food insecure, severe",
2019,British Columbia,,Elderly males not in an economic family,"Food insecure, severe",
2020,British Columbia,,Elderly males not in an economic family,"Food insecure, severe",
2018,British Columbia,,Elderly females not in an economic family,Food secure,86.6
2019,British Columbia,,Elderly females not in an economic family,Food secure,90.8
2020,British Columbia,,Elderly females not in an economic family,Food secure,86.2
2018,British Columbia,,Elderly females not in an economic family,"Food insecure, marginal",
2019,British Columbia,,Elderly females not in an economic family,"Food insecure, marginal",
2020,British Columbia,,Elderly females not in an economic family,"Food insecure, marginal",3.5
2018,British Columbia,,Elderly females not in an economic family,"Food insecure, moderate or severe",9.3
2019,British Columbia,,Elderly females not in an economic family,"Food insecure, moderate or severe",7.9
2020,British Columbia,,Elderly females not in an economic family,"Food insecure, moderate or severe",10.3
