Year,Geography,Age group,Sex,Household income,Highest level of education,Series,GeoCode,Value
2024,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,61.8
2024,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,66.9
2024,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,65.7
2024,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,58.8
2024,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,67.0
2024,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,65.7
2024,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,70.8
2024,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,62.7
2024,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,60.0
2024,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,58.0
2024,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,54.3
2024,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,55.9
2024,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,56.6
2024,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,64.0
2024,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,60.0
2024,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,54.2
2024,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,61.5
2024,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,62.3
2024,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,63.0
2024,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,61.6
2024,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,61.4
2024,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,61.6
2024,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,62.1
2024,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,60.6
2024,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,62.5
2024,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,63.9
2024,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,66.2
2024,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,67.8
2024,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,65.7
2024,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,60.4
2024,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,63.8
2024,Manitoba,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,46,64.7
2024,Saskatchewan,"Total, 18 years and over",,First quintile,,Aged 18 years and older,47,57.8
2024,Saskatchewan,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,47,63.1
2024,Saskatchewan,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,47,69.2
2024,Saskatchewan,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,47,63.2
2024,Saskatchewan,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,47,69.4
2024,Saskatchewan,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,47,68.6
2024,Saskatchewan,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,47,64.1
2024,Saskatchewan,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,47,63.8
2024,Alberta,"Total, 18 years and over",,First quintile,,Aged 18 years and older,48,60.0
2024,Alberta,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,48,57.3
2024,Alberta,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,48,61.4
2024,Alberta,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,48,62.0
2024,Alberta,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,48,57.5
2024,Alberta,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,48,53.3
2024,Alberta,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,48,61.9
2024,Alberta,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,48,58.6
2024,British Columbia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,59,59.0
2024,British Columbia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,59,60.2
2024,British Columbia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,59,62.2
2024,British Columbia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,59,60.6
2024,British Columbia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,59,65.7
2024,British Columbia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,59,68.3
2024,British Columbia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,59,60.9
2024,British Columbia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,59,61.1
2015,,,,,,Aged 12 to 17 years,,83.8
2016,,,,,,Aged 12 to 17 years,,85.4
2017,,,,,,Aged 12 to 17 years,,85.1
2018,,,,,,Aged 12 to 17 years,,85.3
2019,,,,,,Aged 12 to 17 years,,86.5
2020,,,,,,Aged 12 to 17 years,,85.9
2021,,,,,,Aged 12 to 17 years,,83.5
2022,,,,,,Aged 12 to 17 years,,77.7
2015,Canada,,Males,,,Aged 12 to 17 years,,82.5
2015,Canada,,Females,,,Aged 12 to 17 years,,85.2
2015,Newfoundland and Labrador,,Both sexes,,,Aged 12 to 17 years,10,92.3
2015,Newfoundland and Labrador,,Males,,,Aged 12 to 17 years,10,90.4
2015,Newfoundland and Labrador,,Females,,,Aged 12 to 17 years,10,94.4
2015,Prince Edward Island,,Both sexes,,,Aged 12 to 17 years,11,92.6
2015,Prince Edward Island,,Males,,,Aged 12 to 17 years,11,94.6
2015,Prince Edward Island,,Females,,,Aged 12 to 17 years,11,90.6
2015,Nova Scotia,,Both sexes,,,Aged 12 to 17 years,12,86.7
2015,Nova Scotia,,Males,,,Aged 12 to 17 years,12,86.8
2015,Nova Scotia,,Females,,,Aged 12 to 17 years,12,86.7
2015,New Brunswick,,Both sexes,,,Aged 12 to 17 years,13,87.2
2015,New Brunswick,,Males,,,Aged 12 to 17 years,13,84.9
2015,New Brunswick,,Females,,,Aged 12 to 17 years,13,89.7
2015,Quebec,,Both sexes,,,Aged 12 to 17 years,24,80.2
2015,Quebec,,Males,,,Aged 12 to 17 years,24,82.9
2015,Quebec,,Females,,,Aged 12 to 17 years,24,77.4
2015,Ontario,,Both sexes,,,Aged 12 to 17 years,35,83.2
2015,Ontario,,Males,,,Aged 12 to 17 years,35,79.5
2015,Ontario,,Females,,,Aged 12 to 17 years,35,87.1
2015,Manitoba,,Both sexes,,,Aged 12 to 17 years,46,85.6
2015,Manitoba,,Males,,,Aged 12 to 17 years,46,86.8
2015,Manitoba,,Females,,,Aged 12 to 17 years,46,84.3
2015,Saskatchewan,,Both sexes,,,Aged 12 to 17 years,47,91.0
2015,Saskatchewan,,Males,,,Aged 12 to 17 years,47,90.6
2015,Saskatchewan,,Females,,,Aged 12 to 17 years,47,91.4
2015,Alberta,,Both sexes,,,Aged 12 to 17 years,48,86.1
2015,Alberta,,Males,,,Aged 12 to 17 years,48,84.9
2015,Alberta,,Females,,,Aged 12 to 17 years,48,87.3
2015,British Columbia,,Both sexes,,,Aged 12 to 17 years,59,84.8
2015,British Columbia,,Males,,,Aged 12 to 17 years,59,83.2
2015,British Columbia,,Females,,,Aged 12 to 17 years,59,86.3
2016,Canada,,Males,,,Aged 12 to 17 years,,86.3
2016,Canada,,Females,,,Aged 12 to 17 years,,84.4
2016,Newfoundland and Labrador,,Both sexes,,,Aged 12 to 17 years,10,95.1
2016,Newfoundland and Labrador,,Males,,,Aged 12 to 17 years,10,93.5
2016,Newfoundland and Labrador,,Females,,,Aged 12 to 17 years,10,96.7
2016,Prince Edward Island,,Both sexes,,,Aged 12 to 17 years,11,87.4
2016,Prince Edward Island,,Males,,,Aged 12 to 17 years,11,83.7
2016,Prince Edward Island,,Females,,,Aged 12 to 17 years,11,91.0
2016,Nova Scotia,,Both sexes,,,Aged 12 to 17 years,12,82.9
2016,Nova Scotia,,Males,,,Aged 12 to 17 years,12,82.3
2016,Nova Scotia,,Females,,,Aged 12 to 17 years,12,83.5
2016,New Brunswick,,Both sexes,,,Aged 12 to 17 years,13,87.4
2016,New Brunswick,,Males,,,Aged 12 to 17 years,13,89.4
2016,New Brunswick,,Females,,,Aged 12 to 17 years,13,85.4
2016,Quebec,,Both sexes,,,Aged 12 to 17 years,24,81.6
2016,Quebec,,Males,,,Aged 12 to 17 years,24,85.9
2016,Quebec,,Females,,,Aged 12 to 17 years,24,77.1
2016,Ontario,,Both sexes,,,Aged 12 to 17 years,35,86.5
2016,Ontario,,Males,,,Aged 12 to 17 years,35,86.6
2016,Ontario,,Females,,,Aged 12 to 17 years,35,86.3
2016,Manitoba,,Both sexes,,,Aged 12 to 17 years,46,85.1
2016,Manitoba,,Males,,,Aged 12 to 17 years,46,88.1
2016,Manitoba,,Females,,,Aged 12 to 17 years,46,81.7
2016,Saskatchewan,,Both sexes,,,Aged 12 to 17 years,47,86.8
2016,Saskatchewan,,Males,,,Aged 12 to 17 years,47,84.9
2016,Saskatchewan,,Females,,,Aged 12 to 17 years,47,88.8
2016,Alberta,,Both sexes,,,Aged 12 to 17 years,48,86.8
2016,Alberta,,Males,,,Aged 12 to 17 years,48,85.4
2016,Alberta,,Females,,,Aged 12 to 17 years,48,88.1
2016,British Columbia,,Both sexes,,,Aged 12 to 17 years,59,85.7
2016,British Columbia,,Males,,,Aged 12 to 17 years,59,86.2
2016,British Columbia,,Females,,,Aged 12 to 17 years,59,85.3
2017,Canada,,Males,,,Aged 12 to 17 years,,84.2
2017,Canada,,Females,,,Aged 12 to 17 years,,86.0
2017,Newfoundland and Labrador,,Both sexes,,,Aged 12 to 17 years,10,90.9
2017,Newfoundland and Labrador,,Males,,,Aged 12 to 17 years,10,89.3
2017,Newfoundland and Labrador,,Females,,,Aged 12 to 17 years,10,92.5
2017,Prince Edward Island,,Both sexes,,,Aged 12 to 17 years,11,85.1
2017,Prince Edward Island,,Males,,,Aged 12 to 17 years,11,80.3
2017,Prince Edward Island,,Females,,,Aged 12 to 17 years,11,90.3
2017,Nova Scotia,,Both sexes,,,Aged 12 to 17 years,12,91.8
2017,Nova Scotia,,Males,,,Aged 12 to 17 years,12,88.4
2017,Nova Scotia,,Females,,,Aged 12 to 17 years,12,95.4
2017,New Brunswick,,Both sexes,,,Aged 12 to 17 years,13,90.5
2017,New Brunswick,,Males,,,Aged 12 to 17 years,13,87.8
2017,New Brunswick,,Females,,,Aged 12 to 17 years,13,93.3
2017,Quebec,,Both sexes,,,Aged 12 to 17 years,24,81.7
2017,Quebec,,Males,,,Aged 12 to 17 years,24,81.1
2017,Quebec,,Females,,,Aged 12 to 17 years,24,82.2
2017,Ontario,,Both sexes,,,Aged 12 to 17 years,35,84.6
2017,Ontario,,Males,,,Aged 12 to 17 years,35,84.8
2017,Ontario,,Females,,,Aged 12 to 17 years,35,84.4
2017,Manitoba,,Both sexes,,,Aged 12 to 17 years,46,88.1
2017,Manitoba,,Males,,,Aged 12 to 17 years,46,84.4
2017,Manitoba,,Females,,,Aged 12 to 17 years,46,91.9
2017,Saskatchewan,,Both sexes,,,Aged 12 to 17 years,47,91.1
2017,Saskatchewan,,Males,,,Aged 12 to 17 years,47,92.1
2017,Saskatchewan,,Females,,,Aged 12 to 17 years,47,90.0
2017,Alberta,,Both sexes,,,Aged 12 to 17 years,48,88.3
2017,Alberta,,Males,,,Aged 12 to 17 years,48,84.0
2017,Alberta,,Females,,,Aged 12 to 17 years,48,92.8
2017,British Columbia,,Both sexes,,,Aged 12 to 17 years,59,84.2
2017,British Columbia,,Males,,,Aged 12 to 17 years,59,84.2
2017,British Columbia,,Females,,,Aged 12 to 17 years,59,84.3
2018,Canada,,Males,,,Aged 12 to 17 years,,83.6
2018,Canada,,Females,,,Aged 12 to 17 years,,87.1
2018,Newfoundland and Labrador,,Both sexes,,,Aged 12 to 17 years,10,90.8
2018,Newfoundland and Labrador,,Males,,,Aged 12 to 17 years,10,90.0
2018,Newfoundland and Labrador,,Females,,,Aged 12 to 17 years,10,91.6
2018,Prince Edward Island,,Both sexes,,,Aged 12 to 17 years,11,87.9
2018,Prince Edward Island,,Males,,,Aged 12 to 17 years,11,85.5
2018,Prince Edward Island,,Females,,,Aged 12 to 17 years,11,90.3
2018,Nova Scotia,,Both sexes,,,Aged 12 to 17 years,12,88.7
2018,Nova Scotia,,Males,,,Aged 12 to 17 years,12,88.9
2018,Nova Scotia,,Females,,,Aged 12 to 17 years,12,88.6
2018,New Brunswick,,Both sexes,,,Aged 12 to 17 years,13,89.5
2018,New Brunswick,,Males,,,Aged 12 to 17 years,13,86.1
2018,New Brunswick,,Females,,,Aged 12 to 17 years,13,92.7
2018,Quebec,,Both sexes,,,Aged 12 to 17 years,24,83.4
2018,Quebec,,Males,,,Aged 12 to 17 years,24,84.7
2018,Quebec,,Females,,,Aged 12 to 17 years,24,82.1
2018,Ontario,,Both sexes,,,Aged 12 to 17 years,35,85.0
2018,Ontario,,Males,,,Aged 12 to 17 years,35,81.9
2018,Ontario,,Females,,,Aged 12 to 17 years,35,88.4
2018,Manitoba,,Both sexes,,,Aged 12 to 17 years,46,88.8
2018,Manitoba,,Males,,,Aged 12 to 17 years,46,94.2
2018,Manitoba,,Females,,,Aged 12 to 17 years,46,83.3
2018,Saskatchewan,,Both sexes,,,Aged 12 to 17 years,47,89.4
2018,Saskatchewan,,Males,,,Aged 12 to 17 years,47,90.1
2018,Saskatchewan,,Females,,,Aged 12 to 17 years,47,88.7
2018,Alberta,,Both sexes,,,Aged 12 to 17 years,48,82.6
2018,Alberta,,Males,,,Aged 12 to 17 years,48,77.3
2018,Alberta,,Females,,,Aged 12 to 17 years,48,88.1
2018,British Columbia,,Both sexes,,,Aged 12 to 17 years,59,88.1
2018,British Columbia,,Males,,,Aged 12 to 17 years,59,86.4
2018,British Columbia,,Females,,,Aged 12 to 17 years,59,89.8
2019,Canada,,Males,,,Aged 12 to 17 years,,86.5
2019,Canada,,Females,,,Aged 12 to 17 years,,86.6
2019,Newfoundland and Labrador,,Both sexes,,,Aged 12 to 17 years,10,96.1
2019,Newfoundland and Labrador,,Males,,,Aged 12 to 17 years,10,95.9
2019,Newfoundland and Labrador,,Females,,,Aged 12 to 17 years,10,96.3
2019,Prince Edward Island,,Both sexes,,,Aged 12 to 17 years,11,85.7
2019,Prince Edward Island,,Males,,,Aged 12 to 17 years,11,91.5
2019,Prince Edward Island,,Females,,,Aged 12 to 17 years,11,79.2
2019,Nova Scotia,,Both sexes,,,Aged 12 to 17 years,12,85.1
2019,Nova Scotia,,Males,,,Aged 12 to 17 years,12,85.3
2019,Nova Scotia,,Females,,,Aged 12 to 17 years,12,84.9
2019,New Brunswick,,Both sexes,,,Aged 12 to 17 years,13,90.5
