Year,data.Geography,data.Type of work,data.National Occupational Classification (NOC),data.Age,Value
2015,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.66
2016,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.72
2017,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.73
2018,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.65
2019,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.73
2020,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 years and over,0.65
2015,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2016,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2017,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2018,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2019,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2020,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.15 to 24 years,
2015,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.64
2016,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.72
2017,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.63
2018,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.63
2019,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.67
2020,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.25 to 54 years,0.69
2015,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,
2016,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,0.67
2017,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,0.79
2018,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,
2019,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,
2020,data.Saskatchewan,data.Both full- and part-time employees,data.Occupations in manufacturing and utilities [9],data.55 years and over,0.58
2015,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.82
2016,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.84
2017,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.83
2018,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.85
2019,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.85
2020,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 years and over,0.85
2015,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.83
2016,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.91
2017,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.94
2018,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.9
2019,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.92
2020,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.15 to 24 years,0.95
2015,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.79
2016,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.83
2017,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.84
2018,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.83
2019,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.84
2020,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.25 to 54 years,0.87
2015,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.83
2016,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.8
2017,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.82
2018,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.83
2019,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.8
2020,data.Saskatchewan,data.Full-time employees,data.Total employees - all occupations,data.55 years and over,0.82
2015,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.86
2016,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.86
2017,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.83
2018,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.83
2019,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.92
2020,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 years and over,0.94
2015,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2016,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2017,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2018,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2019,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2020,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.15 to 24 years,
2015,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.79
2016,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.87
2017,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.83
2018,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.86
2019,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.91
2020,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,0.95
2015,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,1.07
2016,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.98
2017,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.99
2018,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.74
2019,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,1.06
2020,data.Saskatchewan,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.94
