Year,Geography,Economic family type,GeoCode,Value
2022,Newfoundland and Labrador,Elderly males not in an economic family,10,30800.0
2022,Newfoundland and Labrador,Elderly females not in an economic family,10,27800.0
2022,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,34100.0
2022,Newfoundland and Labrador,Non-elderly males not in an economic family,10,34900.0
2022,Newfoundland and Labrador,Non-elderly females not in an economic family,10,33100.0
2022,Prince Edward Island,Economic families and persons not in an economic family,11,63300.0
2022,Prince Edward Island,Economic families,11,85700.0
2022,Prince Edward Island,Elderly families,11,72900.0
2022,Prince Edward Island,Elderly couples,11,70900.0
2022,Prince Edward Island,Other elderly families,11,82400.0
2022,Prince Edward Island,Non-elderly families,11,91000.0
2022,Prince Edward Island,Couples,11,81000.0
2022,Prince Edward Island,Couples with children,11,109900.0
2022,Prince Edward Island,Couples with other relatives,11,125000.0
2022,Prince Edward Island,Lone-parent families,11,59000.0
2022,Prince Edward Island,Male lone-parent families,11,
2022,Prince Edward Island,Female lone-parent families,11,58200.0
2022,Prince Edward Island,Other non-elderly families,11,76800.0
2022,Prince Edward Island,Persons not in an economic family,11,33800.0
2022,Prince Edward Island,Elderly persons not in an economic family,11,30500.0
2022,Prince Edward Island,Elderly males not in an economic family,11,36200.0
2022,Prince Edward Island,Elderly females not in an economic family,11,29400.0
2022,Prince Edward Island,Non-elderly persons not in an economic family,11,35500.0
2022,Prince Edward Island,Non-elderly males not in an economic family,11,36400.0
2022,Prince Edward Island,Non-elderly females not in an economic family,11,33000.0
2022,Nova Scotia,Economic families and persons not in an economic family,12,58500.0
2022,Nova Scotia,Economic families,12,83300.0
2022,Nova Scotia,Elderly families,12,65900.0
2022,Nova Scotia,Elderly couples,12,64600.0
2022,Nova Scotia,Other elderly families,12,72200.0
2022,Nova Scotia,Non-elderly families,12,91900.0
2022,Nova Scotia,Couples,12,82700.0
2022,Nova Scotia,Couples with children,12,109200.0
2022,Nova Scotia,Couples with other relatives,12,134200.0
2022,Nova Scotia,Lone-parent families,12,53700.0
2022,Nova Scotia,Male lone-parent families,12,56500.0
2022,Nova Scotia,Female lone-parent families,12,53200.0
2022,Nova Scotia,Other non-elderly families,12,71300.0
2022,Nova Scotia,Persons not in an economic family,12,32200.0
2022,Nova Scotia,Elderly persons not in an economic family,12,28900.0
2022,Nova Scotia,Elderly males not in an economic family,12,29300.0
2022,Nova Scotia,Elderly females not in an economic family,12,28600.0
2022,Nova Scotia,Non-elderly persons not in an economic family,12,33900.0
2022,Nova Scotia,Non-elderly males not in an economic family,12,34600.0
2022,Nova Scotia,Non-elderly females not in an economic family,12,33400.0
2022,New Brunswick,Economic families and persons not in an economic family,13,59700.0
2022,New Brunswick,Economic families,13,82700.0
2022,New Brunswick,Elderly families,13,64800.0
2022,New Brunswick,Elderly couples,13,64800.0
2022,New Brunswick,Other elderly families,13,65200.0
2022,New Brunswick,Non-elderly families,13,92000.0
2022,New Brunswick,Couples,13,85900.0
2022,New Brunswick,Couples with children,13,106100.0
2022,New Brunswick,Couples with other relatives,13,127000.0
2022,New Brunswick,Lone-parent families,13,56600.0
2022,New Brunswick,Male lone-parent families,13,63900.0
2022,New Brunswick,Female lone-parent families,13,55900.0
2022,New Brunswick,Other non-elderly families,13,71900.0
2022,New Brunswick,Persons not in an economic family,13,34000.0
2022,New Brunswick,Elderly persons not in an economic family,13,28800.0
2022,New Brunswick,Elderly males not in an economic family,13,31700.0
2022,New Brunswick,Elderly females not in an economic family,13,28000.0
2022,New Brunswick,Non-elderly persons not in an economic family,13,36800.0
2022,New Brunswick,Non-elderly males not in an economic family,13,37300.0
2022,New Brunswick,Non-elderly females not in an economic family,13,36000.0
2022,Quebec,Economic families and persons not in an economic family,24,64600.0
2022,Quebec,Economic families,24,92900.0
2022,Quebec,Elderly families,24,67400.0
2022,Quebec,Elderly couples,24,66100.0
2022,Quebec,Other elderly families,24,78200.0
2022,Quebec,Non-elderly families,24,105900.0
2022,Quebec,Couples,24,91200.0
2022,Quebec,Couples with children,24,121000.0
2022,Quebec,Couples with other relatives,24,148400.0
2022,Quebec,Lone-parent families,24,66600.0
2022,Quebec,Male lone-parent families,24,74800.0
2022,Quebec,Female lone-parent families,24,63900.0
2022,Quebec,Other non-elderly families,24,84400.0
2022,Quebec,Persons not in an economic family,24,37600.0
2022,Quebec,Elderly persons not in an economic family,24,31700.0
2022,Quebec,Elderly males not in an economic family,24,32200.0
2022,Quebec,Elderly females not in an economic family,24,31500.0
2022,Quebec,Non-elderly persons not in an economic family,24,41400.0
2022,Quebec,Non-elderly males not in an economic family,24,43000.0
2022,Quebec,Non-elderly females not in an economic family,24,39800.0
2022,Ontario,Economic families and persons not in an economic family,35,74600.0
2022,Ontario,Economic families,35,104600.0
2022,Ontario,Elderly families,35,80200.0
2022,Ontario,Elderly couples,35,76700.0
2022,Ontario,Other elderly families,35,94800.0
2022,Ontario,Non-elderly families,35,113100.0
2022,Ontario,Couples,35,100200.0
2022,Ontario,Couples with children,35,124200.0
2022,Ontario,Couples with other relatives,35,157000.0
2022,Ontario,Lone-parent families,35,64000.0
2022,Ontario,Male lone-parent families,35,70400.0
2022,Ontario,Female lone-parent families,35,62700.0
2022,Ontario,Other non-elderly families,35,88500.0
2022,Ontario,Persons not in an economic family,35,38000.0
2022,Ontario,Elderly persons not in an economic family,35,36800.0
2022,Ontario,Elderly males not in an economic family,35,39300.0
2022,Ontario,Elderly females not in an economic family,35,35700.0
2022,Ontario,Non-elderly persons not in an economic family,35,38800.0
2022,Ontario,Non-elderly males not in an economic family,35,40100.0
2022,Ontario,Non-elderly females not in an economic family,35,37100.0
2022,Prairie provinces,Economic families and persons not in an economic family,,77100.0
2022,Prairie provinces,Economic families,,103800.0
2022,Prairie provinces,Elderly families,,78100.0
2022,Prairie provinces,Elderly couples,,74500.0
2022,Prairie provinces,Other elderly families,,100000.0
2022,Prairie provinces,Non-elderly families,,111800.0
2022,Prairie provinces,Couples,,101300.0
2022,Prairie provinces,Couples with children,,121800.0
2022,Prairie provinces,Couples with other relatives,,151000.0
2022,Prairie provinces,Lone-parent families,,60100.0
2022,Prairie provinces,Male lone-parent families,,69800.0
2022,Prairie provinces,Female lone-parent families,,57200.0
2022,Prairie provinces,Other non-elderly families,,86500.0
2022,Prairie provinces,Persons not in an economic family,,40100.0
2022,Prairie provinces,Elderly persons not in an economic family,,34300.0
2022,Prairie provinces,Elderly males not in an economic family,,33900.0
2022,Prairie provinces,Elderly females not in an economic family,,34500.0
2022,Prairie provinces,Non-elderly persons not in an economic family,,42900.0
2022,Prairie provinces,Non-elderly males not in an economic family,,45300.0
2022,Prairie provinces,Non-elderly females not in an economic family,,40100.0
2022,Manitoba,Economic families and persons not in an economic family,46,66900.0
2022,Manitoba,Economic families,46,89400.0
2022,Manitoba,Elderly families,46,72000.0
2022,Manitoba,Elderly couples,46,70300.0
2022,Manitoba,Other elderly families,46,86100.0
2022,Manitoba,Non-elderly families,46,95300.0
2022,Manitoba,Couples,46,86300.0
2022,Manitoba,Couples with children,46,104600.0
2022,Manitoba,Couples with other relatives,46,137400.0
2022,Manitoba,Lone-parent families,46,54600.0
2022,Manitoba,Male lone-parent families,46,60300.0
2022,Manitoba,Female lone-parent families,46,53800.0
2022,Manitoba,Other non-elderly families,46,78700.0
2022,Manitoba,Persons not in an economic family,46,36300.0
2022,Manitoba,Elderly persons not in an economic family,46,33400.0
2022,Manitoba,Elderly males not in an economic family,46,34300.0
2022,Manitoba,Elderly females not in an economic family,46,33400.0
2022,Manitoba,Non-elderly persons not in an economic family,46,38200.0
2022,Manitoba,Non-elderly males not in an economic family,46,39700.0
2022,Manitoba,Non-elderly females not in an economic family,46,36100.0
2022,Saskatchewan,Economic families and persons not in an economic family,47,72100.0
2022,Saskatchewan,Economic families,47,99000.0
2022,Saskatchewan,Elderly families,47,76200.0
2022,Saskatchewan,Elderly couples,47,75400.0
2022,Saskatchewan,Other elderly families,47,83700.0
2022,Saskatchewan,Non-elderly families,47,107100.0
2022,Saskatchewan,Couples,47,99000.0
2022,Saskatchewan,Couples with children,47,119500.0
2022,Saskatchewan,Couples with other relatives,47,144500.0
2022,Saskatchewan,Lone-parent families,47,54000.0
2022,Saskatchewan,Male lone-parent families,47,60300.0
2022,Saskatchewan,Female lone-parent families,47,52900.0
2022,Saskatchewan,Other non-elderly families,47,77700.0
2022,Saskatchewan,Persons not in an economic family,47,38700.0
2022,Saskatchewan,Elderly persons not in an economic family,47,36300.0
2022,Saskatchewan,Elderly males not in an economic family,47,36900.0
2022,Saskatchewan,Elderly females not in an economic family,47,36100.0
2022,Saskatchewan,Non-elderly persons not in an economic family,47,39700.0
2022,Saskatchewan,Non-elderly males not in an economic family,47,41300.0
2022,Saskatchewan,Non-elderly females not in an economic family,47,36700.0
2022,Alberta,Economic families and persons not in an economic family,48,82700.0
2022,Alberta,Economic families,48,110300.0
2022,Alberta,Elderly families,48,81500.0
2022,Alberta,Elderly couples,48,75900.0
2022,Alberta,Other elderly families,48,103500.0
2022,Alberta,Non-elderly families,48,119000.0
2022,Alberta,Couples,48,107900.0
2022,Alberta,Couples with children,48,127400.0
2022,Alberta,Couples with other relatives,48,158700.0
2022,Alberta,Lone-parent families,48,64900.0
2022,Alberta,Male lone-parent families,48,76700.0
2022,Alberta,Female lone-parent families,48,61900.0
2022,Alberta,Other non-elderly families,48,92700.0
2022,Alberta,Persons not in an economic family,48,42400.0
2022,Alberta,Elderly persons not in an economic family,48,34300.0
2022,Alberta,Elderly males not in an economic family,48,33000.0
2022,Alberta,Elderly females not in an economic family,48,34700.0
2022,Alberta,Non-elderly persons not in an economic family,48,45700.0
2022,Alberta,Non-elderly males not in an economic family,48,48400.0
2022,Alberta,Non-elderly females not in an economic family,48,42400.0
2022,British Columbia,Economic families and persons not in an economic family,59,70600.0
2022,British Columbia,Economic families,59,102300.0
2022,British Columbia,Elderly families,59,78400.0
2022,British Columbia,Elderly couples,59,76200.0
2022,British Columbia,Other elderly families,59,93400.0
2022,British Columbia,Non-elderly families,59,111300.0
2022,British Columbia,Couples,59,101000.0
2022,British Columbia,Couples with children,59,125500.0
2022,British Columbia,Couples with other relatives,59,158500.0
2022,British Columbia,Lone-parent families,59,62100.0
2022,British Columbia,Male lone-parent families,59,69000.0
2022,British Columbia,Female lone-parent families,59,61100.0
2022,British Columbia,Other non-elderly families,59,83400.0
2022,British Columbia,Persons not in an economic family,59,38300.0
2022,British Columbia,Elderly persons not in an economic family,59,33700.0
2022,British Columbia,Elderly males not in an economic family,59,34700.0
2022,British Columbia,Elderly females not in an economic family,59,33400.0
2022,British Columbia,Non-elderly persons not in an economic family,59,40400.0
2022,British Columbia,Non-elderly males not in an economic family,59,42400.0
2022,British Columbia,Non-elderly females not in an economic family,59,38300.0
2022,"Québec, Quebec",Economic families and persons not in an economic family,,67400.0
2022,"Québec, Quebec",Economic families,,101300.0
2022,"Québec, Quebec",Elderly families,,76000.0
2022,"Québec, Quebec",Elderly couples,,74500.0
2022,"Québec, Quebec",Other elderly families,,82500.0
2022,"Québec, Quebec",Non-elderly families,,114900.0
2022,"Québec, Quebec",Couples,,98100.0
2022,"Québec, Quebec",Couples with children,,132400.0
2022,"Québec, Quebec",Couples with other relatives,,165300.0
2022,"Québec, Quebec",Lone-parent families,,76100.0
2022,"Québec, Quebec",Male lone-parent families,,79300.0
2022,"Québec, Quebec",Female lone-parent families,,76100.0
2022,"Québec, Quebec",Other non-elderly families,,77900.0
2022,"Québec, Quebec",Persons not in an economic family,,40300.0
2022,"Québec, Quebec",Elderly persons not in an economic family,,32100.0
2022,"Québec, Quebec",Elderly males not in an economic family,,33100.0
2022,"Québec, Quebec",Elderly females not in an economic family,,32000.0
2022,"Québec, Quebec",Non-elderly persons not in an economic family,,44000.0
2022,"Québec, Quebec",Non-elderly males not in an economic family,,43600.0
2022,"Québec, Quebec",Non-elderly females not in an economic family,,44300.0
2022,"Montréal, Quebec",Economic families and persons not in an economic family,,66200.0
2022,"Montréal, Quebec",Economic families,,96800.0
2022,"Montréal, Quebec",Elderly families,,70600.0
2022,"Montréal, Quebec",Elderly couples,,68500.0
2022,"Montréal, Quebec",Other elderly families,,80300.0
2022,"Montréal, Quebec",Non-elderly families,,107400.0
2022,"Montréal, Quebec",Couples,,94100.0
2022,"Montréal, Quebec",Couples with children,,121100.0
2022,"Montréal, Quebec",Couples with other relatives,,148000.0
2022,"Montréal, Quebec",Lone-parent families,,64900.0
