Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2021/2022,Youth courts,Nova Scotia,Crimes against property,12 to 15 years,Sex unknown,12,246.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,16 and 17 years,"Total, sex of accused",12,318.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,16 and 17 years,Males,12,318.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,16 and 17 years,Females,12,260.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,16 and 17 years,Sex unknown,12,365.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,Other ages,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,Other ages,Males,12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,Age not applicable,Company,12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,"Total, age of accused","Total, sex of accused",12,107.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,"Total, age of accused",Males,12,112.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,"Total, age of accused",Females,12,279.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,"Total, age of accused",Sex unknown,12,2.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,12 to 15 years,"Total, sex of accused",12,99.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,12 to 15 years,Males,12,176.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,12 to 15 years,Females,12,344.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,12 to 15 years,Sex unknown,12,2.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,16 and 17 years,"Total, sex of accused",12,118.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,16 and 17 years,Males,12,102.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,16 and 17 years,Females,12,214.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,16 and 17 years,Sex unknown,12,110.0
2021/2022,Youth courts,Nova Scotia,Administration of justice,Other ages,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,Other ages,Males,12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Administration of justice,Age not applicable,Company,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,"Total, age of accused","Total, sex of accused",12,162.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,"Total, age of accused",Males,12,155.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,"Total, age of accused",Females,12,92.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,"Total, age of accused",Sex unknown,12,242.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,12 to 15 years,"Total, sex of accused",12,242.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,12 to 15 years,Males,12,439.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,12 to 15 years,Females,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,12 to 15 years,Sex unknown,12,242.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,16 and 17 years,"Total, sex of accused",12,134.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,16 and 17 years,Males,12,134.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,16 and 17 years,Females,12,92.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,16 and 17 years,Sex unknown,12,240.0
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Other ages,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Other ages,Males,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Criminal Code traffic,Age not applicable,Company,12,
2021/2022,Youth courts,New Brunswick,Total offences,"Total, age of accused","Total, sex of accused",13,166.0
2021/2022,Youth courts,New Brunswick,Total offences,"Total, age of accused",Males,13,162.0
2021/2022,Youth courts,New Brunswick,Total offences,"Total, age of accused",Females,13,169.0
2021/2022,Youth courts,New Brunswick,Total offences,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Total offences,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total offences,12 to 15 years,"Total, sex of accused",13,162.0
2021/2022,Youth courts,New Brunswick,Total offences,12 to 15 years,Males,13,182.0
2021/2022,Youth courts,New Brunswick,Total offences,12 to 15 years,Females,13,155.0
2021/2022,Youth courts,New Brunswick,Total offences,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total offences,16 and 17 years,"Total, sex of accused",13,155.0
2021/2022,Youth courts,New Brunswick,Total offences,16 and 17 years,Males,13,155.0
2021/2022,Youth courts,New Brunswick,Total offences,16 and 17 years,Females,13,190.0
2021/2022,Youth courts,New Brunswick,Total offences,16 and 17 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total offences,Other ages,"Total, sex of accused",13,523.0
2021/2022,Youth courts,New Brunswick,Total offences,Other ages,Males,13,523.0
2021/2022,Youth courts,New Brunswick,Total offences,Other ages,Females,13,
2021/2022,Youth courts,New Brunswick,Total offences,Other ages,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total offences,Age not applicable,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Total offences,Age not applicable,Company,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,"Total, age of accused","Total, sex of accused",13,169.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,"Total, age of accused",Males,13,169.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,"Total, age of accused",Females,13,173.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,12 to 15 years,"Total, sex of accused",13,176.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,12 to 15 years,Males,13,183.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,12 to 15 years,Females,13,155.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,16 and 17 years,"Total, sex of accused",13,162.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,16 and 17 years,Males,13,155.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,16 and 17 years,Females,13,190.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,16 and 17 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Other ages,"Total, sex of accused",13,523.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Other ages,Males,13,523.0
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Other ages,Females,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Other ages,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Age not applicable,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Total Criminal Code,Age not applicable,Company,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,"Total, age of accused","Total, sex of accused",13,187.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,"Total, age of accused",Males,13,204.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,"Total, age of accused",Females,13,169.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,12 to 15 years,"Total, sex of accused",13,176.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,12 to 15 years,Males,13,228.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,12 to 15 years,Females,13,141.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,16 and 17 years,"Total, sex of accused",13,193.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,16 and 17 years,Males,13,189.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,16 and 17 years,Females,13,197.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,16 and 17 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,Other ages,"Total, sex of accused",13,770.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,Other ages,Males,13,770.0
2021/2022,Youth courts,New Brunswick,Crimes against the person,Other ages,Females,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,Other ages,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,Age not applicable,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Crimes against the person,Age not applicable,Company,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,"Total, age of accused","Total, sex of accused",13,180.0
2021/2022,Youth courts,New Brunswick,Crimes against property,"Total, age of accused",Males,13,162.0
2021/2022,Youth courts,New Brunswick,Crimes against property,"Total, age of accused",Females,13,222.0
2021/2022,Youth courts,New Brunswick,Crimes against property,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,12 to 15 years,"Total, sex of accused",13,183.0
2021/2022,Youth courts,New Brunswick,Crimes against property,12 to 15 years,Males,13,148.0
2021/2022,Youth courts,New Brunswick,Crimes against property,12 to 15 years,Females,13,222.0
2021/2022,Youth courts,New Brunswick,Crimes against property,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,16 and 17 years,"Total, sex of accused",13,176.0
2021/2022,Youth courts,New Brunswick,Crimes against property,16 and 17 years,Males,13,169.0
2021/2022,Youth courts,New Brunswick,Crimes against property,16 and 17 years,Females,13,244.0
2021/2022,Youth courts,New Brunswick,Crimes against property,16 and 17 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Other ages,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Other ages,Males,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Other ages,Females,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Other ages,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Age not applicable,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Crimes against property,Age not applicable,Company,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,"Total, age of accused","Total, sex of accused",13,25.0
2021/2022,Youth courts,New Brunswick,Administration of justice,"Total, age of accused",Males,13,25.0
2021/2022,Youth courts,New Brunswick,Administration of justice,"Total, age of accused",Females,13,103.0
2021/2022,Youth courts,New Brunswick,Administration of justice,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,12 to 15 years,"Total, sex of accused",13,118.0
2021/2022,Youth courts,New Brunswick,Administration of justice,12 to 15 years,Males,13,118.0
2021/2022,Youth courts,New Brunswick,Administration of justice,12 to 15 years,Females,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,16 and 17 years,"Total, sex of accused",13,15.0
2021/2022,Youth courts,New Brunswick,Administration of justice,16 and 17 years,Males,13,15.0
2021/2022,Youth courts,New Brunswick,Administration of justice,16 and 17 years,Females,13,103.0
2021/2022,Youth courts,New Brunswick,Administration of justice,16 and 17 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,Other ages,"Total, sex of accused",13,276.0
2021/2022,Youth courts,New Brunswick,Administration of justice,Other ages,Males,13,276.0
2021/2022,Youth courts,New Brunswick,Administration of justice,Other ages,Females,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,Other ages,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Administration of justice,Age not applicable,"Total, sex of accused",13,
2021/2022,Youth courts,New Brunswick,Administration of justice,Age not applicable,Company,13,
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,"Total, age of accused","Total, sex of accused",13,96.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Males,13,141.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Females,13,50.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Company,13,
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,12 to 15 years,"Total, sex of accused",13,155.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,12 to 15 years,Males,13,155.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,12 to 15 years,Females,13,
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,12 to 15 years,Sex unknown,13,
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,16 and 17 years,"Total, sex of accused",13,64.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,16 and 17 years,Males,13,127.0
2021/2022,Youth courts,New Brunswick,Criminal Code traffic,16 and 17 years,Females,13,50.0
