Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2022,Prince Edward Island,Tertiary education,Men+,45 to 54 years,Total population,11,59.0
2022,Prince Edward Island,Tertiary education,Women+,45 to 54 years,Total population,11,74.0
2022,Prince Edward Island,Tertiary education,Total - Gender,55 to 64 years,Total population,11,53.0
2022,Prince Edward Island,Tertiary education,Men+,55 to 64 years,Total population,11,47.0
2022,Prince Edward Island,Tertiary education,Women+,55 to 64 years,Total population,11,58.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,11,31.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,11,28.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,11,34.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,11,29.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,25 to 34 years,Total population,11,27.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,25 to 34 years,Total population,11,30.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,11,29.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,30 to 34 years,Total population,11,28.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,30 to 34 years,Total population,11,30.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,11,29.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,35 to 44 years,Total population,11,25.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,35 to 44 years,Total population,11,33.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,11,34.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,45 to 54 years,Total population,11,35.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,45 to 54 years,Total population,11,33.0
2022,Prince Edward Island,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,11,33.0
2022,Prince Edward Island,Short-cycle tertiary,Men+,55 to 64 years,Total population,11,27.0
2022,Prince Edward Island,Short-cycle tertiary,Women+,55 to 64 years,Total population,11,39.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,11,23.0
2022,Prince Edward Island,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,11,20.0
2022,Prince Edward Island,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,11,26.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,25 to 34 years,Total population,11,33.0
2022,Prince Edward Island,Bachelor's level,Men+,25 to 34 years,Total population,11,28.0
2022,Prince Edward Island,Bachelor's level,Women+,25 to 34 years,Total population,11,37.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,30 to 34 years,Total population,11,35.0
2022,Prince Edward Island,Bachelor's level,Men+,30 to 34 years,Total population,11,28.0
2022,Prince Edward Island,Bachelor's level,Women+,30 to 34 years,Total population,11,42.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,35 to 44 years,Total population,11,27.0
2022,Prince Edward Island,Bachelor's level,Men+,35 to 44 years,Total population,11,24.0
2022,Prince Edward Island,Bachelor's level,Women+,35 to 44 years,Total population,11,30.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,45 to 54 years,Total population,11,20.0
2022,Prince Edward Island,Bachelor's level,Men+,45 to 54 years,Total population,11,15.0
2022,Prince Edward Island,Bachelor's level,Women+,45 to 54 years,Total population,11,25.0
2022,Prince Edward Island,Bachelor's level,Total - Gender,55 to 64 years,Total population,11,14.0
2022,Prince Edward Island,Bachelor's level,Men+,55 to 64 years,Total population,11,13.0
2022,Prince Edward Island,Bachelor's level,Women+,55 to 64 years,Total population,11,14.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,11,10.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,11,8.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,11,11.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,11,9.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,25 to 34 years,Total population,11,6.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,25 to 34 years,Total population,11,12.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,11,9.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,30 to 34 years,Total population,11,7.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,30 to 34 years,Total population,11,10.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,11,13.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,35 to 44 years,Total population,11,12.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,35 to 44 years,Total population,11,13.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,11,12.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,45 to 54 years,Total population,11,9.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,45 to 54 years,Total population,11,15.0
2022,Prince Edward Island,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,11,6.0
2022,Prince Edward Island,Master's or Doctoral level,Men+,55 to 64 years,Total population,11,6.0
2022,Prince Edward Island,Master's or Doctoral level,Women+,55 to 64 years,Total population,11,5.0
2022,Nova Scotia,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,12,61.0
2022,Nova Scotia,Tertiary education,Men+,"Total, 25 to 64 years",Total population,12,53.0
2022,Nova Scotia,Tertiary education,Women+,"Total, 25 to 64 years",Total population,12,69.0
2022,Nova Scotia,Tertiary education,Total - Gender,25 to 34 years,Total population,12,67.0
2022,Nova Scotia,Tertiary education,Men+,25 to 34 years,Total population,12,57.0
2022,Nova Scotia,Tertiary education,Women+,25 to 34 years,Total population,12,76.0
2022,Nova Scotia,Tertiary education,Total - Gender,30 to 34 years,Total population,12,68.0
2022,Nova Scotia,Tertiary education,Men+,30 to 34 years,Total population,12,57.0
2022,Nova Scotia,Tertiary education,Women+,30 to 34 years,Total population,12,79.0
2022,Nova Scotia,Tertiary education,Total - Gender,35 to 44 years,Total population,12,67.0
2022,Nova Scotia,Tertiary education,Men+,35 to 44 years,Total population,12,59.0
2022,Nova Scotia,Tertiary education,Women+,35 to 44 years,Total population,12,76.0
2022,Nova Scotia,Tertiary education,Total - Gender,45 to 54 years,Total population,12,65.0
2022,Nova Scotia,Tertiary education,Men+,45 to 54 years,Total population,12,56.0
2022,Nova Scotia,Tertiary education,Women+,45 to 54 years,Total population,12,74.0
2022,Nova Scotia,Tertiary education,Total - Gender,55 to 64 years,Total population,12,48.0
2022,Nova Scotia,Tertiary education,Men+,55 to 64 years,Total population,12,41.0
2022,Nova Scotia,Tertiary education,Women+,55 to 64 years,Total population,12,54.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,12,29.0
2022,Nova Scotia,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,12,26.0
2022,Nova Scotia,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,12,32.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,12,28.0
2022,Nova Scotia,Short-cycle tertiary,Men+,25 to 34 years,Total population,12,27.0
2022,Nova Scotia,Short-cycle tertiary,Women+,25 to 34 years,Total population,12,29.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,12,29.0
2022,Nova Scotia,Short-cycle tertiary,Men+,30 to 34 years,Total population,12,26.0
2022,Nova Scotia,Short-cycle tertiary,Women+,30 to 34 years,Total population,12,32.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,12,29.0
2022,Nova Scotia,Short-cycle tertiary,Men+,35 to 44 years,Total population,12,27.0
2022,Nova Scotia,Short-cycle tertiary,Women+,35 to 44 years,Total population,12,31.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,12,34.0
2022,Nova Scotia,Short-cycle tertiary,Men+,45 to 54 years,Total population,12,30.0
2022,Nova Scotia,Short-cycle tertiary,Women+,45 to 54 years,Total population,12,38.0
2022,Nova Scotia,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,12,26.0
2022,Nova Scotia,Short-cycle tertiary,Men+,55 to 64 years,Total population,12,21.0
2022,Nova Scotia,Short-cycle tertiary,Women+,55 to 64 years,Total population,12,30.0
2022,Nova Scotia,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,12,21.0
2022,Nova Scotia,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,12,17.0
2022,Nova Scotia,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,12,25.0
2022,Nova Scotia,Bachelor's level,Total - Gender,25 to 34 years,Total population,12,27.0
2022,Nova Scotia,Bachelor's level,Men+,25 to 34 years,Total population,12,21.0
2022,Nova Scotia,Bachelor's level,Women+,25 to 34 years,Total population,12,34.0
2022,Nova Scotia,Bachelor's level,Total - Gender,30 to 34 years,Total population,12,27.0
2022,Nova Scotia,Bachelor's level,Men+,30 to 34 years,Total population,12,21.0
2022,Nova Scotia,Bachelor's level,Women+,30 to 34 years,Total population,12,32.0
2022,Nova Scotia,Bachelor's level,Total - Gender,35 to 44 years,Total population,12,26.0
2022,Nova Scotia,Bachelor's level,Men+,35 to 44 years,Total population,12,21.0
2022,Nova Scotia,Bachelor's level,Women+,35 to 44 years,Total population,12,31.0
2022,Nova Scotia,Bachelor's level,Total - Gender,45 to 54 years,Total population,12,18.0
2022,Nova Scotia,Bachelor's level,Men+,45 to 54 years,Total population,12,16.0
2022,Nova Scotia,Bachelor's level,Women+,45 to 54 years,Total population,12,21.0
2022,Nova Scotia,Bachelor's level,Total - Gender,55 to 64 years,Total population,12,15.0
2022,Nova Scotia,Bachelor's level,Men+,55 to 64 years,Total population,12,13.0
2022,Nova Scotia,Bachelor's level,Women+,55 to 64 years,Total population,12,16.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,12,11.0
2022,Nova Scotia,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,12,9.0
2022,Nova Scotia,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,12,12.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,12,11.0
2022,Nova Scotia,Master's or Doctoral level,Men+,25 to 34 years,Total population,12,10.0
2022,Nova Scotia,Master's or Doctoral level,Women+,25 to 34 years,Total population,12,13.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,12,13.0
2022,Nova Scotia,Master's or Doctoral level,Men+,30 to 34 years,Total population,12,11.0
2022,Nova Scotia,Master's or Doctoral level,Women+,30 to 34 years,Total population,12,15.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,12,12.0
2022,Nova Scotia,Master's or Doctoral level,Men+,35 to 44 years,Total population,12,11.0
2022,Nova Scotia,Master's or Doctoral level,Women+,35 to 44 years,Total population,12,14.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,12,12.0
2022,Nova Scotia,Master's or Doctoral level,Men+,45 to 54 years,Total population,12,10.0
2022,Nova Scotia,Master's or Doctoral level,Women+,45 to 54 years,Total population,12,14.0
2022,Nova Scotia,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,12,7.0
2022,Nova Scotia,Master's or Doctoral level,Men+,55 to 64 years,Total population,12,7.0
2022,Nova Scotia,Master's or Doctoral level,Women+,55 to 64 years,Total population,12,8.0
2022,New Brunswick,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,13,60.0
2022,New Brunswick,Tertiary education,Men+,"Total, 25 to 64 years",Total population,13,51.0
2022,New Brunswick,Tertiary education,Women+,"Total, 25 to 64 years",Total population,13,68.0
2022,New Brunswick,Tertiary education,Total - Gender,25 to 34 years,Total population,13,66.0
2022,New Brunswick,Tertiary education,Men+,25 to 34 years,Total population,13,57.0
2022,New Brunswick,Tertiary education,Women+,25 to 34 years,Total population,13,75.0
2022,New Brunswick,Tertiary education,Total - Gender,30 to 34 years,Total population,13,69.0
2022,New Brunswick,Tertiary education,Men+,30 to 34 years,Total population,13,61.0
2022,New Brunswick,Tertiary education,Women+,30 to 34 years,Total population,13,77.0
2022,New Brunswick,Tertiary education,Total - Gender,35 to 44 years,Total population,13,69.0
2022,New Brunswick,Tertiary education,Men+,35 to 44 years,Total population,13,59.0
2022,New Brunswick,Tertiary education,Women+,35 to 44 years,Total population,13,79.0
2022,New Brunswick,Tertiary education,Total - Gender,45 to 54 years,Total population,13,60.0
2022,New Brunswick,Tertiary education,Men+,45 to 54 years,Total population,13,50.0
2022,New Brunswick,Tertiary education,Women+,45 to 54 years,Total population,13,70.0
2022,New Brunswick,Tertiary education,Total - Gender,55 to 64 years,Total population,13,48.0
2022,New Brunswick,Tertiary education,Men+,55 to 64 years,Total population,13,42.0
2022,New Brunswick,Tertiary education,Women+,55 to 64 years,Total population,13,53.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,13,32.0
2022,New Brunswick,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,13,29.0
2022,New Brunswick,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,13,36.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,13,35.0
2022,New Brunswick,Short-cycle tertiary,Men+,25 to 34 years,Total population,13,33.0
2022,New Brunswick,Short-cycle tertiary,Women+,25 to 34 years,Total population,13,36.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,13,33.0
2022,New Brunswick,Short-cycle tertiary,Men+,30 to 34 years,Total population,13,34.0
2022,New Brunswick,Short-cycle tertiary,Women+,30 to 34 years,Total population,13,32.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,13,33.0
2022,New Brunswick,Short-cycle tertiary,Men+,35 to 44 years,Total population,13,28.0
2022,New Brunswick,Short-cycle tertiary,Women+,35 to 44 years,Total population,13,37.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,13,32.0
2022,New Brunswick,Short-cycle tertiary,Men+,45 to 54 years,Total population,13,27.0
2022,New Brunswick,Short-cycle tertiary,Women+,45 to 54 years,Total population,13,37.0
2022,New Brunswick,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,13,31.0
2022,New Brunswick,Short-cycle tertiary,Men+,55 to 64 years,Total population,13,27.0
2022,New Brunswick,Short-cycle tertiary,Women+,55 to 64 years,Total population,13,34.0
2022,New Brunswick,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,13,18.0
2022,New Brunswick,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,13,15.0
