Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,55 ans et plus,,27.5
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,,9.8
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 à 24 ans,,17.4
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,,8.6
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,55 ans et plus,,10.8
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,,9.4
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 à 24 ans,,17.9
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,,7.9
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,55 ans et plus,,10.1
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,,10.3
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 à 24 ans,,16.8
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,,9.4
2021,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,55 ans et plus,,11.6
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,,8.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 à 24 ans,,16.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,,7.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,55 ans et plus,,8.5
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,,8.0
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 à 24 ans,,17.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,,7.0
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,55 ans et plus,,8.3
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,,8.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 à 24 ans,,15.1
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,,7.3
2021,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,55 ans et plus,,8.7
2021,Canada,Populations nées au Canada,Total - Genre,15 ans et plus,,7.1
2021,Canada,Populations nées au Canada,Total - Genre,15 à 24 ans,,13.1
2021,Canada,Populations nées au Canada,Total - Genre,25 à 54 ans,,5.6
2021,Canada,Populations nées au Canada,Total - Genre,55 ans et plus,,7.1
2021,Canada,Populations nées au Canada,Hommes+,15 ans et plus,,7.5
2021,Canada,Populations nées au Canada,Hommes+,15 à 24 ans,,14.2
2021,Canada,Populations nées au Canada,Hommes+,25 à 54 ans,,6.1
2021,Canada,Populations nées au Canada,Hommes+,55 ans et plus,,7.0
2021,Canada,Populations nées au Canada,Femmes+,15 ans et plus,,6.6
2021,Canada,Populations nées au Canada,Femmes+,15 à 24 ans,,12.0
2021,Canada,Populations nées au Canada,Femmes+,25 à 54 ans,,5.0
2021,Canada,Populations nées au Canada,Femmes+,55 ans et plus,,7.2
2021,Région de l'Atlantique,Immigrants reçus,Total - Genre,15 ans et plus,,8.1
2021,Région de l'Atlantique,Immigrants reçus,Total - Genre,25 à 54 ans,,7.5
2021,Région de l'Atlantique,Immigrants reçus,Hommes+,15 ans et plus,,7.0
2021,Région de l'Atlantique,Immigrants reçus,Hommes+,25 à 54 ans,,5.8
2021,Région de l'Atlantique,Immigrants reçus,Femmes+,15 ans et plus,,9.3
2021,Région de l'Atlantique,Immigrants reçus,Femmes+,25 à 54 ans,,9.5
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,,9.3
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,,9.2
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,,6.8
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,,6.1
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,,12.0
2021,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,,13.3
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,,9.7
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,,8.8
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,,8.9
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,,6.3
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,,11.9
2021,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,,11.9
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,,6.3
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,,4.7
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,,5.9
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,,5.0
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,,6.2
2021,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,,4.4
2021,Région de l'Atlantique,Populations nées au Canada,Total - Genre,15 ans et plus,,10.0
2021,Région de l'Atlantique,Populations nées au Canada,Total - Genre,25 à 54 ans,,8.2
2021,Région de l'Atlantique,Populations nées au Canada,Hommes+,15 ans et plus,,11.9
2021,Région de l'Atlantique,Populations nées au Canada,Hommes+,25 à 54 ans,,10.2
2021,Région de l'Atlantique,Populations nées au Canada,Femmes+,15 ans et plus,,8.0
2021,Région de l'Atlantique,Populations nées au Canada,Femmes+,25 à 54 ans,,6.2
2021,Terre-Neuve-et-Labrador,Immigrants reçus,Total - Genre,15 ans et plus,10,8.2
2021,Terre-Neuve-et-Labrador,Immigrants reçus,Total - Genre,25 à 54 ans,10,8.3
2021,Terre-Neuve-et-Labrador,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,10,
2021,Terre-Neuve-et-Labrador,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,10,
2021,Terre-Neuve-et-Labrador,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,10,
2021,Terre-Neuve-et-Labrador,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,10,
2021,Terre-Neuve-et-Labrador,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,10,
2021,Terre-Neuve-et-Labrador,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,10,
2021,Terre-Neuve-et-Labrador,Populations nées au Canada,Total - Genre,15 ans et plus,10,13.2
2021,Terre-Neuve-et-Labrador,Populations nées au Canada,Total - Genre,25 à 54 ans,10,10.6
2021,Île-du-Prince-Édouard,Immigrants reçus,Total - Genre,15 ans et plus,11,12.2
2021,Île-du-Prince-Édouard,Immigrants reçus,Total - Genre,25 à 54 ans,11,11.1
2021,Île-du-Prince-Édouard,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,11,11.9
2021,Île-du-Prince-Édouard,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,11,10.7
2021,Île-du-Prince-Édouard,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,11,13.0
2021,Île-du-Prince-Édouard,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,11,18.8
2021,Île-du-Prince-Édouard,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,11,9.1
2021,Île-du-Prince-Édouard,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,11,
2021,Île-du-Prince-Édouard,Populations nées au Canada,Total - Genre,15 ans et plus,11,9.5
2021,Île-du-Prince-Édouard,Populations nées au Canada,Total - Genre,25 à 54 ans,11,8.1
2021,Nouvelle-Écosse,Immigrants reçus,Total - Genre,15 ans et plus,12,6.8
2021,Nouvelle-Écosse,Immigrants reçus,Total - Genre,25 à 54 ans,12,5.8
2021,Nouvelle-Écosse,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,12,8.1
2021,Nouvelle-Écosse,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,12,7.3
2021,Nouvelle-Écosse,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,12,8.2
2021,Nouvelle-Écosse,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,12,6.3
2021,Nouvelle-Écosse,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,12,5.2
2021,Nouvelle-Écosse,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,12,4.0
2021,Nouvelle-Écosse,Populations nées au Canada,Total - Genre,15 ans et plus,12,8.9
2021,Nouvelle-Écosse,Populations nées au Canada,Total - Genre,25 à 54 ans,12,7.3
2021,Nouveau-Brunswick,Immigrants reçus,Total - Genre,15 ans et plus,13,9.2
2021,Nouveau-Brunswick,Immigrants reçus,Total - Genre,25 à 54 ans,13,9.0
2021,Nouveau-Brunswick,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,13,9.7
2021,Nouveau-Brunswick,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,13,10.6
2021,Nouveau-Brunswick,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,13,12.0
2021,Nouveau-Brunswick,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,13,12.5
2021,Nouveau-Brunswick,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,13,6.3
2021,Nouveau-Brunswick,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,13,
2021,Nouveau-Brunswick,Populations nées au Canada,Total - Genre,15 ans et plus,13,9.3
2021,Nouveau-Brunswick,Populations nées au Canada,Total - Genre,25 à 54 ans,13,7.6
2021,Québec,Immigrants reçus,Total - Genre,15 ans et plus,24,9.2
2021,Québec,Immigrants reçus,Total - Genre,25 à 54 ans,24,8.5
2021,Québec,Immigrants reçus,Hommes+,15 ans et plus,24,8.6
2021,Québec,Immigrants reçus,Hommes+,25 à 54 ans,24,8.0
2021,Québec,Immigrants reçus,Femmes+,15 ans et plus,24,9.8
2021,Québec,Immigrants reçus,Femmes+,25 à 54 ans,24,9.0
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,24,13.1
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,24,12.0
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,24,9.7
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,24,9.0
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,24,17.4
2021,Québec,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,24,16.0
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,24,9.2
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,24,8.3
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,24,9.3
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,24,8.5
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,24,9.0
2021,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,24,8.0
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,24,8.1
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,24,7.4
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,24,8.1
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,24,7.5
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,24,8.1
2021,Québec,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,24,7.3
2021,Québec,Populations nées au Canada,Total - Genre,15 ans et plus,24,5.3
2021,Québec,Populations nées au Canada,Total - Genre,25 à 54 ans,24,4.2
2021,Québec,Populations nées au Canada,Hommes+,15 ans et plus,24,5.8
2021,Québec,Populations nées au Canada,Hommes+,25 à 54 ans,24,4.7
2021,Québec,Populations nées au Canada,Femmes+,15 ans et plus,24,4.8
2021,Québec,Populations nées au Canada,Femmes+,25 à 54 ans,24,3.6
2021,Ontario,Immigrants reçus,Total - Genre,15 ans et plus,35,8.8
2021,Ontario,Immigrants reçus,Total - Genre,25 à 54 ans,35,7.9
2021,Ontario,Immigrants reçus,Hommes+,15 ans et plus,35,8.3
2021,Ontario,Immigrants reçus,Hommes+,25 à 54 ans,35,7.2
2021,Ontario,Immigrants reçus,Femmes+,15 ans et plus,35,9.4
2021,Ontario,Immigrants reçus,Femmes+,25 à 54 ans,35,8.7
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,35,8.9
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,35,8.3
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,35,5.7
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,35,5.2
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,35,13.4
2021,Ontario,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,35,12.8
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,35,11.0
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,35,9.4
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,35,10.1
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,35,8.7
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,35,11.9
2021,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,35,10.2
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,35,8.5
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,35,7.5
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,35,8.5
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,35,7.3
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,35,8.4
2021,Ontario,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,35,7.6
2021,Ontario,Populations nées au Canada,Total - Genre,15 ans et plus,35,7.7
2021,Ontario,Populations nées au Canada,Total - Genre,25 à 54 ans,35,6.0
2021,Ontario,Populations nées au Canada,Hommes+,15 ans et plus,35,7.9
2021,Ontario,Populations nées au Canada,Hommes+,25 à 54 ans,35,6.3
2021,Ontario,Populations nées au Canada,Femmes+,15 ans et plus,35,7.5
2021,Ontario,Populations nées au Canada,Femmes+,25 à 54 ans,35,5.6
2021,Manitoba,Immigrants reçus,Total - Genre,15 ans et plus,46,6.4
2021,Manitoba,Immigrants reçus,Total - Genre,25 à 54 ans,46,5.4
2021,Manitoba,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,46,7.2
2021,Manitoba,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,46,6.0
2021,Manitoba,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,46,6.5
2021,Manitoba,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,46,5.2
2021,Manitoba,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,46,6.1
2021,Manitoba,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,46,5.3
2021,Manitoba,Populations nées au Canada,Total - Genre,15 ans et plus,46,6.4
2021,Manitoba,Populations nées au Canada,Total - Genre,25 à 54 ans,46,5.5
2021,Saskatchewan,Immigrants reçus,Total - Genre,15 ans et plus,47,7.2
2021,Saskatchewan,Immigrants reçus,Total - Genre,25 à 54 ans,47,6.1
2021,Saskatchewan,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,47,7.5
2021,Saskatchewan,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,47,6.3
2021,Saskatchewan,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,47,8.1
2021,Saskatchewan,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,47,6.3
2021,Saskatchewan,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,47,6.8
2021,Saskatchewan,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,47,5.8
2021,Saskatchewan,Populations nées au Canada,Total - Genre,15 ans et plus,47,6.3
2021,Saskatchewan,Populations nées au Canada,Total - Genre,25 à 54 ans,47,5.2
2021,Alberta,Immigrants reçus,Total - Genre,15 ans et plus,48,9.6
2021,Alberta,Immigrants reçus,Total - Genre,25 à 54 ans,48,8.6
2021,Alberta,Immigrants reçus,Hommes+,15 ans et plus,48,9.1
2021,Alberta,Immigrants reçus,Hommes+,25 à 54 ans,48,7.0
2021,Alberta,Immigrants reçus,Femmes+,15 ans et plus,48,10.2
2021,Alberta,Immigrants reçus,Femmes+,25 à 54 ans,48,10.3
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,48,12.1
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,48,11.1
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,48,10.1
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,48,7.5
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,48,14.7
2021,Alberta,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,48,15.3
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,48,9.3
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,48,8.9
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,48,9.1
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,48,7.3
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,48,9.6
2021,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,48,10.4
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,48,9.1
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,48,7.8
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,48,8.9
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,48,6.8
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,48,9.3
2021,Alberta,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,48,8.9
2021,Alberta,Populations nées au Canada,Total - Genre,15 ans et plus,48,8.3
2021,Alberta,Populations nées au Canada,Total - Genre,25 à 54 ans,48,6.8
2021,Alberta,Populations nées au Canada,Hommes+,15 ans et plus,48,8.6
2021,Alberta,Populations nées au Canada,Hommes+,25 à 54 ans,48,7.2
2021,Alberta,Populations nées au Canada,Femmes+,15 ans et plus,48,8.0
2021,Alberta,Populations nées au Canada,Femmes+,25 à 54 ans,48,6.3
2021,Colombie-Britannique,Immigrants reçus,Total - Genre,15 ans et plus,59,7.1
2021,Colombie-Britannique,Immigrants reçus,Total - Genre,25 à 54 ans,59,6.1
2021,Colombie-Britannique,Immigrants reçus,Hommes+,15 ans et plus,59,6.5
2021,Colombie-Britannique,Immigrants reçus,Hommes+,25 à 54 ans,59,5.9
2021,Colombie-Britannique,Immigrants reçus,Femmes+,15 ans et plus,59,7.6
2021,Colombie-Britannique,Immigrants reçus,Femmes+,25 à 54 ans,59,6.2
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,59,5.8
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,59,4.4
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,59,4.3
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,59,3.4
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,59,7.5
2021,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,59,5.4
2021,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,59,9.6
2021,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,59,8.1
