Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,GeoCode,Value
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,10,63.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,10,29.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Hommes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Femmes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,112.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Hommes,10,108.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Femmes,10,244.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",10,214.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,12 à 15 ans,Hommes,10,181.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,12 à 15 ans,Femmes,10,214.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,12 à 15 ans,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",10,109.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,16 et 17 ans,Hommes,10,108.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,16 et 17 ans,Femmes,10,273.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,16 et 17 ans,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Autres âges,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Autres âges,Hommes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Autres âges,Femmes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,"Total, l'âge de l'accusé",Hommes,11,65.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,"Total, l'âge de l'accusé",Femmes,11,36.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,11,79.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",11,80.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,12 à 15 ans,Hommes,11,117.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,12 à 15 ans,Femmes,11,84.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,12 à 15 ans,Sexe inconnu,11,71.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",11,47.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,16 et 17 ans,Hommes,11,43.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,16 et 17 ans,Femmes,11,36.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,16 et 17 ans,Sexe inconnu,11,99.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Autres âges,"Total, le sexe de l'accusé",11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Autres âges,Hommes,11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Autres âges,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Autres âges,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,71.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,11,66.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,11,42.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,11,81.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",11,82.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,12 à 15 ans,Hommes,11,141.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,12 à 15 ans,Femmes,11,84.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,11,78.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",11,48.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,16 et 17 ans,Hommes,11,43.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,16 et 17 ans,Femmes,11,29.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,11,99.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Autres âges,Hommes,11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Autres âges,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Autres âges,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,75.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,11,112.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,11,29.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,11,80.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,12 à 15 ans,"Total, le sexe de l'accusé",11,78.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,12 à 15 ans,Hommes,11,113.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,12 à 15 ans,Femmes,11,75.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,12 à 15 ans,Sexe inconnu,11,78.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,16 et 17 ans,"Total, le sexe de l'accusé",11,57.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,16 et 17 ans,Hommes,11,111.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,16 et 17 ans,Femmes,11,22.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,16 et 17 ans,Sexe inconnu,11,133.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Autres âges,Hommes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Autres âges,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Autres âges,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,96.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,11,85.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,11,92.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,11,120.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",11,176.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,12 à 15 ans,Hommes,11,176.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,12 à 15 ans,Femmes,11,92.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,12 à 15 ans,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",11,57.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,16 et 17 ans,Hommes,11,1.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,16 et 17 ans,Femmes,11,85.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,16 et 17 ans,Sexe inconnu,11,120.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Autres âges,Hommes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Autres âges,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Autres âges,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",11,71.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,11,71.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",11,1.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,11,1.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Autres âges,Hommes,11,64.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Autres âges,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",11,11.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Hommes,11,11.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sociétés,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,12 à 15 ans,Hommes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,12 à 15 ans,Femmes,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,12 à 15 ans,Sexe inconnu,11,0.0
2018/2019,Tribunaux de la jeunesse,Île-du-Prince-Édouard,Délits de la route prévus au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",11,11.0
