Year,data.Geography,GeoCode,data.Population,data.Sex,data.Age group,Value
2019,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,5.4
2020,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.1
2021,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.3
2015,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.2
2016,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.3
2017,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.1
2018,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.6
2019,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,4.8
2020,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.1
2021,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.4
2015,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.6
2016,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,7.8
2017,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.4
2018,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,10.6
2019,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.7
2020,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,13.1
2021,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,7.3
2015,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.1
2016,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,6.4
2017,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.1
2018,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.1
2019,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.5
2020,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,11.6
2021,data.Manitoba,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,6.8
2015,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.6
2016,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.4
2017,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,5.3
2018,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,4.7
2019,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,5.6
2020,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,8.8
2021,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.8
2015,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,4.8
2016,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,4.4
2017,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,3.8
2018,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,3.2
2019,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,3.6
2020,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.9
2021,data.Manitoba,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.7
2015,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.0
2016,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.5
2017,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.3
2018,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.3
2019,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,3.7
2020,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.7
2021,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.7
2015,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,3.7
2016,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.4
2017,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,3.9
2018,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.7
2019,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,3.8
2020,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.1
2021,data.Manitoba,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.9
2015,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,5.3
2016,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.5
2017,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.5
2018,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.1
2019,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,5.7
2020,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.5
2021,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.2
2015,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,4.8
2016,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.9
2017,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.2
2018,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.6
2019,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.0
2020,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.7
2021,data.Saskatchewan,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.1
2015,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,5.6
2016,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,8.2
2017,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,8.0
2018,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,7.7
2019,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,7.5
2020,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.6
2021,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,7.6
2015,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,5.5
2016,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,7.5
2017,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.3
2018,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,7.3
2019,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,7.1
2020,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,11.2
2021,data.Saskatchewan,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,6.6
2015,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,5.9
2016,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.5
2017,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.9
2018,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.5
2019,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,4.5
2020,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.1
2021,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.0
2015,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,4.2
2016,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,4.8
2017,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.8
2018,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.0
2019,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,3.2
2020,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.8
2021,data.Saskatchewan,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.3
2015,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.6
2016,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.4
2017,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.6
2018,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.2
2019,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.2
2020,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,8.1
2021,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.1
2015,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.3
2016,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.5
2017,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,6.5
2018,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.0
2019,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.4
2020,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,8.1
2021,data.Saskatchewan,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,6.3
2015,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.1
2016,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.8
2017,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,8.9
2018,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.0
2019,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.3
2020,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,12.7
2021,data.Alberta,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.5
2015,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.7
2016,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.7
2017,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.8
2018,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.4
2019,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.9
2020,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,11.2
2021,data.Alberta,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.6
2015,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.9
2016,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.7
2017,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,8.6
2018,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,8.3
2019,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.6
2020,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,14.2
2021,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.9
2015,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.0
2016,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.6
2017,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.0
2018,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,7.0
2019,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.4
2020,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,13.0
2021,data.Alberta,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.8
2015,data.Alberta,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.5
2016,data.Alberta,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,10.9
2017,data.Alberta,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,8.9
2018,data.Alberta,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.2
2019,data.Alberta,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.5
