Year,Geography,Age group and family type,Statistics,GeoCode,Value
2019,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 1 month,47,74.4
2019,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 3 months,47,66.7
2019,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 6 months,47,54.6
2019,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 1 month,47,66.3
2019,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 3 months,47,58.6
2019,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 6 months,47,41.4
2019,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,47,75.5
2019,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,47,66.9
2019,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,47,54.5
2019,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 1 month,47,81.6
2019,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 3 months,47,77.3
2019,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 6 months,47,74.3
2019,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 1 month,47,73.9
2019,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 3 months,47,66.1
2019,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 6 months,47,52.9
2019,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 1 month,47,86.9
2019,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 3 months,47,79.0
2019,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 6 months,47,69.8
2019,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,47,71.3
2019,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,47,63.1
2019,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,47,46.2
2019,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,47,55.0
2019,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,47,45.3
2019,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,47,28.2
2019,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,47,72.0
2019,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,47,66.2
2019,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,47,58.1
2019,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 1 month,47,77.2
2019,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 3 months,47,69.8
2019,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 6 months,47,64.2
2019,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 1 month,48,82.4
2019,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 3 months,48,67.9
2019,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 6 months,48,56.2
2019,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 1 month,48,76.8
2019,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 3 months,48,57.5
2019,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 6 months,48,45.9
2019,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,48,82.6
2019,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,48,68.9
2019,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,48,56.0
2019,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 1 month,48,90.6
2019,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 3 months,48,80.8
2019,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 6 months,48,74.9
2019,Alberta,Persons in an economic family,Persons who are asset resilient for at least 1 month,48,83.1
2019,Alberta,Persons in an economic family,Persons who are asset resilient for at least 3 months,48,68.6
2019,Alberta,Persons in an economic family,Persons who are asset resilient for at least 6 months,48,56.5
2019,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 1 month,48,89.2
2019,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 3 months,48,81.6
2019,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 6 months,48,73.9
2019,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,48,80.9
2019,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,48,61.4
2019,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,48,49.1
2019,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,48,70.5
2019,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,48,54.6
2019,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,48,47.6
2019,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,48,84.5
2019,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,48,74.4
2019,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,48,57.5
2019,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 1 month,48,78.2
2019,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 3 months,48,63.8
2019,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 6 months,48,54.5
2019,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,59,81.6
2019,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,59,71.4
2019,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,59,60.9
2019,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,59,74.5
2019,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,59,63.6
2019,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,59,50.6
2019,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,59,81.1
2019,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,59,69.9
2019,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,59,58.9
2019,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,59,89.9
2019,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,59,84.2
2019,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,59,77.3
2019,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 1 month,59,81.5
2019,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 3 months,59,71.2
2019,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 6 months,59,60.5
2019,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,59,88.1
2019,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,59,81.1
2019,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,59,73.4
2019,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,59,81.4
2019,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,59,68.1
2019,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,59,56.1
2019,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,59,53.0
2019,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,59,44.6
2019,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,59,39.6
2019,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,59,80.1
2019,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,59,70.6
2019,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,59,57.9
