Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2021,Quebec,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,24,1.07
2021,Quebec,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,24,1.24
2021,Quebec,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,24,
2021,Quebec,Part-time employees,Sales and service occupations,15 years and over,24,1.0
2021,Quebec,Part-time employees,Sales and service occupations,15 to 24 years,24,1.0
2021,Quebec,Part-time employees,Sales and service occupations,25 to 54 years,24,0.94
2021,Quebec,Part-time employees,Sales and service occupations,55 years and over,24,0.88
2021,Quebec,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,24,1.04
2021,Quebec,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,24,
2021,Quebec,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,24,1.03
2021,Quebec,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,24,1.01
2021,Quebec,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,24,0.9
2021,Quebec,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,24,0.87
2021,Quebec,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,24,
2021,Quebec,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,24,
2021,Quebec,Part-time employees,Occupations in manufacturing and utilities,15 years and over,24,0.89
2021,Quebec,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,24,
2021,Quebec,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,24,
2021,Quebec,Part-time employees,Occupations in manufacturing and utilities,55 years and over,24,
2021,Ontario,Both full- and part-time employees,"Total employees, all occupations",15 years and over,35,0.87
2021,Ontario,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,35,0.95
2021,Ontario,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,35,0.86
2021,Ontario,Both full- and part-time employees,"Total employees, all occupations",55 years and over,35,0.83
2021,Ontario,Both full- and part-time employees,Management occupations,15 years and over,35,0.88
2021,Ontario,Both full- and part-time employees,Management occupations,15 to 24 years,35,1.0
2021,Ontario,Both full- and part-time employees,Management occupations,25 to 54 years,35,0.89
2021,Ontario,Both full- and part-time employees,Management occupations,55 years and over,35,0.88
2021,Ontario,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,35,0.85
2021,Ontario,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,35,0.9
2021,Ontario,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,35,0.82
2021,Ontario,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,35,0.91
2021,Ontario,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,35,0.9
2021,Ontario,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,35,1.02
2021,Ontario,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,35,0.93
2021,Ontario,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,35,0.86
2021,Ontario,Both full- and part-time employees,Health occupations,15 years and over,35,0.89
2021,Ontario,Both full- and part-time employees,Health occupations,15 to 24 years,35,1.17
2021,Ontario,Both full- and part-time employees,Health occupations,25 to 54 years,35,0.89
2021,Ontario,Both full- and part-time employees,Health occupations,55 years and over,35,0.8
2021,Ontario,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,35,0.75
2021,Ontario,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,35,0.83
2021,Ontario,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,35,0.79
2021,Ontario,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,35,0.67
2021,Ontario,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,35,0.83
2021,Ontario,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,35,0.97
2021,Ontario,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,35,0.96
2021,Ontario,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,35,0.74
2021,Ontario,Both full- and part-time employees,Sales and service occupations,15 years and over,35,0.89
2021,Ontario,Both full- and part-time employees,Sales and service occupations,15 to 24 years,35,1.0
2021,Ontario,Both full- and part-time employees,Sales and service occupations,25 to 54 years,35,0.85
2021,Ontario,Both full- and part-time employees,Sales and service occupations,55 years and over,35,0.83
2021,Ontario,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,35,0.74
2021,Ontario,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,35,0.84
2021,Ontario,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,35,0.75
2021,Ontario,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,35,0.72
2021,Ontario,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,35,0.9
2021,Ontario,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,35,0.97
2021,Ontario,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,35,0.8
2021,Ontario,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,35,0.86
2021,Ontario,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,35,0.76
2021,Ontario,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,35,1.03
2021,Ontario,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,35,0.74
2021,Ontario,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,35,0.73
2021,Ontario,Full-time employees,"Total employees, all occupations",15 years and over,35,0.9
2021,Ontario,Full-time employees,"Total employees, all occupations",15 to 24 years,35,0.95
2021,Ontario,Full-time employees,"Total employees, all occupations",25 to 54 years,35,0.87
2021,Ontario,Full-time employees,"Total employees, all occupations",55 years and over,35,0.88
2021,Ontario,Full-time employees,Management occupations,15 years and over,35,0.88
2021,Ontario,Full-time employees,Management occupations,15 to 24 years,35,1.39
2021,Ontario,Full-time employees,Management occupations,25 to 54 years,35,0.89
2021,Ontario,Full-time employees,Management occupations,55 years and over,35,0.85
2021,Ontario,Full-time employees,"Business, finance and administration occupations",15 years and over,35,0.86
2021,Ontario,Full-time employees,"Business, finance and administration occupations",15 to 24 years,35,0.93
2021,Ontario,Full-time employees,"Business, finance and administration occupations",25 to 54 years,35,0.83
2021,Ontario,Full-time employees,"Business, finance and administration occupations",55 years and over,35,0.97
2021,Ontario,Full-time employees,Natural and applied sciences and related occupations,15 years and over,35,0.9
2021,Ontario,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,35,1.09
2021,Ontario,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,35,0.93
2021,Ontario,Full-time employees,Natural and applied sciences and related occupations,55 years and over,35,0.87
2021,Ontario,Full-time employees,Health occupations,15 years and over,35,0.87
2021,Ontario,Full-time employees,Health occupations,15 to 24 years,35,0.75
2021,Ontario,Full-time employees,Health occupations,25 to 54 years,35,0.86
2021,Ontario,Full-time employees,Health occupations,55 years and over,35,0.72
2021,Ontario,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,35,0.78
