Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,25 à 54 ans,10,0.82
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,55 ans et plus,10,0.82
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,10,0.86
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,10,0.85
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,10,0.93
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,10,0.95
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,10,0.95
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,15 ans et plus,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,25 à 54 ans,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,10,0.82
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,10,0.91
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,10,0.58
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,10,1.07
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,15 ans et plus,10,0.9
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,15 à 24 ans,10,0.96
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,25 à 54 ans,10,0.88
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,55 ans et plus,10,0.84
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,0.95
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,1.2
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,1.25
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,10,0.64
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,10,0.75
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,10,0.68
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,10,1.1
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,10,0.99
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,10,0.91
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,10,0.99
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,10,0.4
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,15 ans et plus,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,15 à 24 ans,10,1.0
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,25 à 54 ans,10,1.01
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,55 ans et plus,10,0.97
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,1.14
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,10,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,11,1.0
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,11,0.94
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,11,1.02
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,11,0.94
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,11,0.99
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,11,0.96
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,11,0.73
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,11,0.91
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,11,0.67
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,11,0.88
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,11,1.02
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,0.88
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,0.9
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,11,0.86
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,11,0.92
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,11,1.08
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.9
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,0.92
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,0.73
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,11,0.79
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,11,0.76
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,11,
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,11,0.91
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,11,1.0
2022,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,11,0.93
