Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,Value
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Femmes,143.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",127.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",133.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",141.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",133.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",148.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Hommes,127.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Hommes,134.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Hommes,143.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Hommes,132.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Hommes,148.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Femmes,129.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Femmes,127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Femmes,137.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Femmes,134.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Femmes,143.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,12 à 15 ans,Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",130.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",126.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",128.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",127.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",140.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Hommes,132.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Hommes,127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Hommes,128.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Hommes,134.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Hommes,139.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Femmes,123.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Femmes,122.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Femmes,131.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Femmes,120.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Femmes,144.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,16 et 17 ans,Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,"Total, le sexe de l'accusé",76.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,"Total, le sexe de l'accusé",137.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,"Total, le sexe de l'accusé",94.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,"Total, le sexe de l'accusé",134.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,"Total, le sexe de l'accusé",108.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Hommes,87.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Hommes,127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Hommes,95.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Hommes,137.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Hommes,108.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Femmes,37.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Femmes,195.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Femmes,87.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Femmes,97.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Femmes,154.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Autres âges,Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",138.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",135.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",140.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",135.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",148.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,140.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,136.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,141.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,141.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,149.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,134.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,134.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,137.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,127.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,147.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",134.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",139.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",148.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",137.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",154.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Hommes,134.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Hommes,141.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Hommes,150.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Hommes,135.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Hommes,155.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Femmes,135.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Femmes,135.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Femmes,139.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Femmes,139.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Femmes,148.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",141.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",134.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",136.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",134.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",145.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Hommes,144.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Hommes,134.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Hommes,138.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Hommes,141.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Hommes,146.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Femmes,132.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Femmes,133.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Femmes,135.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Femmes,123.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Femmes,145.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,0.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",96.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",158.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",81.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",146.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",92.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Hommes,112.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Hommes,145.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Hommes,97.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Hommes,147.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Hommes,57.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Femmes,37.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Femmes,383.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions au Code criminel,Autres âges,Femmes,51.0
