Year,Geography,Population characteristics,Education attainment level,Age group,Gender,GeoCode,Value
2024,British Columbia,Total population,Bachelor's level,45 to 54 years,Women+,59,27.0
2024,British Columbia,Total population,Bachelor's level,55 to 64 years,Total - Gender,59,20.0
2024,British Columbia,Total population,Bachelor's level,55 to 64 years,Men+,59,19.0
2024,British Columbia,Total population,Bachelor's level,55 to 64 years,Women+,59,21.0
2024,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,59,14.0
2024,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,59,13.0
2024,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,59,16.0
2024,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,59,15.0
2024,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Men+,59,12.0
2024,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Women+,59,18.0
2024,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,59,18.0
2024,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Men+,59,15.0
2024,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Women+,59,22.0
2024,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,59,17.0
2024,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Men+,59,15.0
2024,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Women+,59,19.0
2024,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,59,13.0
2024,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Men+,59,13.0
2024,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Women+,59,14.0
2024,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,59,11.0
2024,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Men+,59,12.0
2024,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Women+,59,10.0
2024,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,60,60.0
2024,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Men+,60,50.0
2024,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Women+,60,70.0
2024,Yukon,Total population,Tertiary education,25 to 34 years,Total - Gender,60,59.0
2024,Yukon,Total population,Tertiary education,25 to 34 years,Men+,60,47.0
2024,Yukon,Total population,Tertiary education,25 to 34 years,Women+,60,70.0
2024,Yukon,Total population,Tertiary education,30 to 34 years,Total - Gender,60,64.0
2024,Yukon,Total population,Tertiary education,30 to 34 years,Men+,60,52.0
2024,Yukon,Total population,Tertiary education,30 to 34 years,Women+,60,75.0
2024,Yukon,Total population,Tertiary education,35 to 44 years,Total - Gender,60,61.0
2024,Yukon,Total population,Tertiary education,35 to 44 years,Men+,60,49.0
2024,Yukon,Total population,Tertiary education,35 to 44 years,Women+,60,71.0
2024,Yukon,Total population,Tertiary education,45 to 54 years,Total - Gender,60,64.0
2024,Yukon,Total population,Tertiary education,45 to 54 years,Men+,60,53.0
2024,Yukon,Total population,Tertiary education,45 to 54 years,Women+,60,74.0
2024,Yukon,Total population,Tertiary education,55 to 64 years,Total - Gender,60,59.0
2024,Yukon,Total population,Tertiary education,55 to 64 years,Men+,60,51.0
2024,Yukon,Total population,Tertiary education,55 to 64 years,Women+,60,66.0
2024,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,60,22.0
2024,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,60,17.0
2024,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,60,28.0
2024,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,60,21.0
2024,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Men+,60,16.0
2024,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Women+,60,26.0
2024,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,60,20.0
2024,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Men+,60,13.0
2024,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Women+,60,25.0
2024,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,60,21.0
2024,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Men+,60,15.0
2024,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Women+,60,27.0
2024,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,60,22.0
2024,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Men+,60,17.0
2024,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Women+,60,27.0
2024,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,60,26.0
2024,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Men+,60,19.0
2024,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Women+,60,31.0
2024,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,60,24.0
2024,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,60,22.0
2024,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,60,27.0
2024,Yukon,Total population,Bachelor's level,25 to 34 years,Total - Gender,60,28.0
2024,Yukon,Total population,Bachelor's level,25 to 34 years,Men+,60,24.0
2024,Yukon,Total population,Bachelor's level,25 to 34 years,Women+,60,31.0
2024,Yukon,Total population,Bachelor's level,30 to 34 years,Total - Gender,60,31.0
2024,Yukon,Total population,Bachelor's level,30 to 34 years,Men+,60,29.0
2024,Yukon,Total population,Bachelor's level,30 to 34 years,Women+,60,32.0
2024,Yukon,Total population,Bachelor's level,35 to 44 years,Total - Gender,60,25.0
2024,Yukon,Total population,Bachelor's level,35 to 44 years,Men+,60,20.0
2024,Yukon,Total population,Bachelor's level,35 to 44 years,Women+,60,29.0
2024,Yukon,Total population,Bachelor's level,45 to 54 years,Total - Gender,60,22.0
2024,Yukon,Total population,Bachelor's level,45 to 54 years,Men+,60,20.0
2024,Yukon,Total population,Bachelor's level,45 to 54 years,Women+,60,23.0
2024,Yukon,Total population,Bachelor's level,55 to 64 years,Total - Gender,60,21.0
2024,Yukon,Total population,Bachelor's level,55 to 64 years,Men+,60,21.0
2024,Yukon,Total population,Bachelor's level,55 to 64 years,Women+,60,21.0
2024,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,60,14.0
2024,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,60,12.0
2024,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,60,16.0
2024,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,60,10.0
2024,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Men+,60,6.0
2024,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Women+,60,14.0
2024,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,60,14.0
2024,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Men+,60,
2024,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Women+,60,17.0
2024,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,60,15.0
2024,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Men+,60,14.0
2024,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Women+,60,15.0
2024,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,60,19.0
2024,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Men+,60,15.0
2024,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Women+,60,23.0
2024,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,60,12.0
2024,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Men+,60,11.0
2024,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Women+,60,13.0
2024,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,61,54.0
2024,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Men+,61,42.0
2024,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Women+,61,67.0
2024,Northwest Territories,Total population,Tertiary education,25 to 34 years,Total - Gender,61,49.0
2024,Northwest Territories,Total population,Tertiary education,25 to 34 years,Men+,61,39.0
2024,Northwest Territories,Total population,Tertiary education,25 to 34 years,Women+,61,60.0
2024,Northwest Territories,Total population,Tertiary education,30 to 34 years,Total - Gender,61,49.0
2024,Northwest Territories,Total population,Tertiary education,30 to 34 years,Men+,61,37.0
2024,Northwest Territories,Total population,Tertiary education,30 to 34 years,Women+,61,62.0
2024,Northwest Territories,Total population,Tertiary education,35 to 44 years,Total - Gender,61,59.0
2024,Northwest Territories,Total population,Tertiary education,35 to 44 years,Men+,61,46.0
2024,Northwest Territories,Total population,Tertiary education,35 to 44 years,Women+,61,72.0
2024,Northwest Territories,Total population,Tertiary education,45 to 54 years,Total - Gender,61,62.0
2024,Northwest Territories,Total population,Tertiary education,45 to 54 years,Men+,61,50.0
2024,Northwest Territories,Total population,Tertiary education,45 to 54 years,Women+,61,75.0
2024,Northwest Territories,Total population,Tertiary education,55 to 64 years,Total - Gender,61,46.0
2024,Northwest Territories,Total population,Tertiary education,55 to 64 years,Men+,61,33.0
2024,Northwest Territories,Total population,Tertiary education,55 to 64 years,Women+,61,58.0
2024,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,61,25.0
2024,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,61,20.0
2024,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,61,30.0
2024,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,61,21.0
2024,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Men+,61,17.0
2024,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Women+,61,26.0
2024,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,61,17.0
2024,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Men+,61,
2024,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Women+,61,24.0
2024,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,61,24.0
2024,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Men+,61,21.0
2024,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Women+,61,27.0
2024,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,61,28.0
2024,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Men+,61,22.0
2024,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Women+,61,35.0
2024,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,61,27.0
2024,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Men+,61,19.0
2024,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Women+,61,35.0
2024,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,61,21.0
2024,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,61,16.0
2024,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,61,26.0
2024,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Total - Gender,61,19.0
2024,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Men+,61,15.0
2024,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Women+,61,24.0
2024,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Total - Gender,61,21.0
2024,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Men+,61,16.0
2024,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Women+,61,26.0
2024,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Total - Gender,61,25.0
2024,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Men+,61,19.0
2024,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Women+,61,32.0
2024,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Total - Gender,61,24.0
2024,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Men+,61,21.0
2024,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Women+,61,28.0
2024,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Total - Gender,61,14.0
2024,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Men+,61,9.0
2024,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Women+,61,20.0
2024,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,61,8.0
2024,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,61,6.0
2024,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,61,10.0
2024,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,61,8.0
2024,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Men+,61,7.0
2024,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Women+,61,10.0
2024,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,61,11.0
2024,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Men+,61,
2024,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Women+,61,
2024,Northwest Territories,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,61,9.0
2024,Northwest Territories,Total population,Master's or Doctoral level,35 to 44 years,Men+,61,
2024,Northwest Territories,Total population,Master's or Doctoral level,35 to 44 years,Women+,61,13.0
2024,Northwest Territories,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,61,9.0
2024,Northwest Territories,Total population,Master's or Doctoral level,45 to 54 years,Men+,61,7.0
2024,Northwest Territories,Total population,Master's or Doctoral level,45 to 54 years,Women+,61,12.0
2024,Northwest Territories,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,61,4.0
2024,Northwest Territories,Total population,Master's or Doctoral level,55 to 64 years,Men+,61,
2024,Northwest Territories,Total population,Master's or Doctoral level,55 to 64 years,Women+,61,
2024,Nunavut,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,62,33.0
2024,Nunavut,Total population,Tertiary education,"Total, 25 to 64 years",Men+,62,27.0
2024,Nunavut,Total population,Tertiary education,"Total, 25 to 64 years",Women+,62,40.0
2024,Nunavut,Total population,Tertiary education,25 to 34 years,Total - Gender,62,29.0
2024,Nunavut,Total population,Tertiary education,25 to 34 years,Men+,62,20.0
2024,Nunavut,Total population,Tertiary education,25 to 34 years,Women+,62,37.0
2024,Nunavut,Total population,Tertiary education,30 to 34 years,Total - Gender,62,29.0
2024,Nunavut,Total population,Tertiary education,30 to 34 years,Men+,62,23.0
2024,Nunavut,Total population,Tertiary education,30 to 34 years,Women+,62,35.0
2024,Nunavut,Total population,Tertiary education,35 to 44 years,Total - Gender,62,39.0
2024,Nunavut,Total population,Tertiary education,35 to 44 years,Men+,62,35.0
2024,Nunavut,Total population,Tertiary education,35 to 44 years,Women+,62,43.0
2024,Nunavut,Total population,Tertiary education,45 to 54 years,Total - Gender,62,36.0
